,Symbol,Name,Size_Index,BM_Ratio_Index,Momentum_Index,ESG_Index,Monthly Return,Benchmark_Return,Abnormal_Return,Month
476,FBM,"Foundation Building Materials, Inc.",1,1.0,3.0,Average,18.2,13.227272727272727,4.972727272727273,2020-08
477,FBP,First Bancorp,2,5.0,1.0,Laggard,6.2,8.508333333333335,-2.3083333333333345,2020-08
478,FCF,First Commonwealth Financial Corporation,1,4.0,2.0,Average,5.6,2.9818181818181815,2.618181818181818,2020-08
479,FCFS,"FirstCash, Inc.",2,2.0,1.0,Average,4.1,12.333333333333334,-8.233333333333334,2020-08
480,FCN,"FTI Consulting, Inc.",3,2.0,4.0,Average,-3.9,6.236363636363635,-10.136363636363635,2020-08
481,FCPT,"Four Corners Property Trust, Inc.",2,3.0,3.0,Average,0.2,5.0249999999999995,-4.824999999999999,2020-08
482,FCX,"Freeport-McMoRan, Inc.",4,5.0,5.0,Average,20.8,0.4166666666666666,20.383333333333333,2020-08
483,FDP,Fresh Del Monte Produce Inc.,1,4.0,4.0,Average,2.9,8.781818181818183,-5.881818181818183,2020-08
484,FDS,FactSet Research Systems Inc.,4,2.0,4.0,Leader,1.4,0.22727272727272732,1.1727272727272726,2020-08
485,FDX,FedEx Corporation,5,5.0,4.0,Average,30.5,2.436363636363636,28.063636363636363,2020-08
486,FE,FirstEnergy Corp.,4,3.0,1.0,Average,-0.1,10.433333333333334,-10.533333333333333,2020-08
487,FELE,"Franklin Electric Co., Inc.",3,3.0,4.0,Average,10.1,2.036363636363636,8.063636363636363,2020-08
488,FF,FutureFuel Corp.,1,5.0,5.0,Laggard,-7.7,8.7,-16.4,2020-08
489,FFBC,First Financial Bancorp.,2,4.0,1.0,Average,0.3,5.291666666666667,-4.991666666666667,2020-08
490,FFIN,First Financial Bankshares Inc,3,3.0,2.0,Average,1.2,3.5545454545454542,-2.3545454545454545,2020-08
491,FFIV,"F5 Networks, Inc.",4,3.0,2.0,Average,-2.6,3.4909090909090916,-6.090909090909092,2020-08
492,FHB,"First Hawaiian, Inc.",2,4.0,2.0,Average,-3.4,10.727272727272727,-14.127272727272727,2020-08
493,FHI,"Federated Hermes, Inc. Class B",3,1.0,2.0,Average,-8.3,7.018181818181817,-15.318181818181817,2020-08
494,FHN,First Horizon National Corporation,3,5.0,1.0,Average,3.0,8.008333333333333,-5.008333333333333,2020-08
495,FICO,Fair Isaac Corporation,4,2.0,4.0,Average,-4.2,0.22727272727272732,-4.427272727272728,2020-08
496,FIS,"Fidelity National Information Services, Inc.",5,1.0,4.0,Average,3.1,0.2636363636363636,2.8363636363636364,2020-08
497,FISV,"Fiserv, Inc.",5,1.0,2.0,Average,-0.2,4.6454545454545455,-4.845454545454546,2020-08
498,FITB,Fifth Third Bancorp,4,5.0,2.0,Laggard,4.0,2.609090909090909,1.390909090909091,2020-08
499,FIVE,"Five Below, Inc.",4,3.0,2.0,Average,0.5,3.4909090909090916,-2.9909090909090916,2020-08
500,FIX,"Comfort Systems USA, Inc.",2,2.0,5.0,Leader,2.1,-2.1416666666666666,4.241666666666667,2020-08
501,FIZZ,National Beverage Corp.,3,3.0,5.0,Laggard,26.8,5.008333333333332,21.791666666666668,2020-08
502,FL,"Foot Locker, Inc.",3,5.0,3.0,Average,3.2,4.833333333333335,-1.6333333333333346,2020-08
503,FLIR,"FLIR Systems, Inc.",3,2.0,2.0,Average,-11.0,0.509090909090909,-11.50909090909091,2020-08
504,FLO,"Flowers Foods, Inc.",3,2.0,3.0,Average,8.4,5.627272727272728,2.7727272727272725,2020-08
505,FLOW,"SPX Flow, Inc.",2,2.0,4.0,Average,8.5,7.172727272727273,1.3272727272727272,2020-08
506,FLR,Fluor Corporation,2,4.0,1.0,Average,-6.6,5.291666666666667,-11.891666666666666,2020-08
507,FLS,Flowserve Corporation,3,2.0,1.0,Average,6.5,7.708333333333332,-1.2083333333333321,2020-08
508,FLT,"FLEETCOR Technologies, Inc.",5,1.0,1.0,Laggard,-2.8,7.833333333333332,-10.633333333333333,2020-08
509,FMBI,"First Midwest Bancorp, Inc.",2,5.0,2.0,Average,2.7,6.481818181818183,-3.781818181818183,2020-08
510,FMC,FMC Corporation,4,1.0,4.0,Average,0.8,2.545454545454545,-1.745454545454545,2020-08
511,FN,Fabrinet,3,4.0,5.0,Average,-3.9,4.8500000000000005,-8.75,2020-08
512,FNB,F.N.B. Corporation,3,5.0,2.0,Average,1.2,1.6090909090909091,-0.40909090909090917,2020-08
513,FOE,Ferro Corporation,1,2.0,4.0,Laggard,6.7,2.4454545454545453,4.254545454545455,2020-08
514,FORM,"FormFactor, Inc.",2,3.0,5.0,Laggard,-9.4,-4.058333333333333,-5.341666666666668,2020-08
515,FORR,"Forrester Research, Inc.",1,1.0,3.0,Average,1.0,13.227272727272727,-12.227272727272727,2020-08
516,FOXA,Fox Corporation Class A,4,4.0,1.0,Laggard,8.1,2.991666666666667,5.1083333333333325,2020-08
517,FOXF,Fox Factory Holding Corp.,3,2.0,4.0,Average,13.3,6.236363636363635,7.063636363636365,2020-08
518,FR,"First Industrial Realty Trust, Inc.",4,4.0,4.0,Average,-2.9,4.463636363636364,-7.363636363636363,2020-08
519,FRC,First Republic Bank,5,5.0,5.0,Average,0.4,1.366666666666667,-0.9666666666666669,2020-08
520,FRT,Federal Realty Investment Trust,4,4.0,1.0,Average,3.9,2.991666666666667,0.9083333333333328,2020-08
521,FSLR,"First Solar, Inc.",4,5.0,4.0,Average,28.6,3.3090909090909095,25.290909090909093,2020-08
522,FSP,Franklin Street Properties Corp.,1,5.0,3.0,Average,-15.6,8.533333333333333,-24.133333333333333,2020-08
523,FSS,Federal Signal Corporation,2,2.0,3.0,Average,4.2,5.254545454545454,-1.0545454545454538,2020-08
524,FTI,TechnipFMC Plc,3,3.0,1.0,Leader,-4.1,1.591666666666667,-5.691666666666666,2020-08
525,FTNT,"Fortinet, Inc.",5,3.0,5.0,Average,-4.6,2.891666666666668,-7.491666666666667,2020-08
526,FTV,Fortive Corp.,5,1.0,2.0,Average,2.8,4.6454545454545455,-1.8454545454545457,2020-08
527,FUL,H.B. Fuller Company,2,1.0,4.0,Average,6.2,2.0454545454545454,4.154545454545454,2020-08
528,FULT,Fulton Financial Corporation,2,5.0,2.0,Average,0.8,6.481818181818183,-5.681818181818183,2020-08
529,FWRD,Forward Air Corporation,2,2.0,2.0,Laggard,13.8,2.772727272727273,11.027272727272727,2020-08
530,GATX,GATX Corporation,2,5.0,3.0,Average,9.7,5.7250000000000005,3.9749999999999988,2020-08
531,GBCI,"Glacier Bancorp, Inc.",3,4.0,3.0,Average,-0.6,5.4,-6.0,2020-08
532,GBX,"Greenbrier Companies, Inc.",1,5.0,5.0,Average,5.7,8.7,-2.999999999999999,2020-08
533,GCO,Genesco Inc.,1,4.0,1.0,Average,25.4,9.208333333333334,16.191666666666663,2020-08
534,GCP,"GCP Applied Technologies, Inc.",2,2.0,4.0,Laggard,14.2,7.172727272727273,7.0272727272727264,2020-08
535,GD,General Dynamics Corporation,5,1.0,1.0,Average,1.8,7.833333333333332,-6.033333333333332,2020-08
536,GDOT,Green Dot Corporation Class A,3,4.0,4.0,Average,2.7,2.9999999999999996,-0.2999999999999994,2020-08
537,GE,General Electric Company,5,2.0,1.0,Average,4.4,6.675000000000001,-2.2750000000000004,2020-08
538,GEF,Greif Class A,2,1.0,5.0,Average,5.9,0.28333333333333277,5.616666666666667,2020-08
539,GEO,GEO Group Inc,2,2.0,2.0,Laggard,5.0,2.772727272727273,2.227272727272727,2020-08
540,GES,"Guess?, Inc.",1,3.0,2.0,Average,11.2,6.727272727272726,4.4727272727272736,2020-08
541,GFF,Griffon Corporation,1,1.0,5.0,Laggard,-4.7,0.2916666666666668,-4.991666666666667,2020-08
542,GGG,Graco Inc.,4,3.0,3.0,Average,9.0,4.681818181818182,4.318181818181818,2020-08
543,GHC,Graham Holdings Co.,2,4.0,1.0,Average,7.4,5.291666666666667,2.1083333333333334,2020-08
544,GIII,"G-III Apparel Group, Ltd.",1,3.0,1.0,Laggard,11.8,13.725,-1.924999999999999,2020-08
545,GILD,"Gilead Sciences, Inc.",5,3.0,2.0,Leader,-4.0,6.300000000000001,-10.3,2020-08
546,GIS,"General Mills, Inc.",5,1.0,4.0,Leader,1.1,0.2636363636363636,0.8363636363636364,2020-08
547,GKOS,Glaukos Corp,2,2.0,1.0,Average,9.5,12.333333333333334,-2.833333333333334,2020-08
548,GL,Globe Life Inc.,4,5.0,4.0,Average,3.6,3.3090909090909095,0.29090909090909056,2020-08
549,GLT,Glatfelter Corporation,1,3.0,5.0,Laggard,-5.9,0.29999999999999966,-6.2,2020-08
550,GLUU,Glu Mobile Inc.,2,2.0,5.0,Laggard,-15.9,-2.1416666666666666,-13.758333333333333,2020-08
551,GLW,Corning Inc,5,5.0,4.0,Average,5.4,2.436363636363636,2.9636363636363643,2020-08
552,GM,General Motors Company,5,5.0,1.0,Laggard,19.0,1.2000000000000002,17.8,2020-08
553,GME,GameStop Corp. Class A,1,5.0,5.0,Average,66.6,8.7,57.89999999999999,2020-08
554,GMED,Globus Medical Inc Class A,3,3.0,3.0,Average,17.3,4.481818181818182,12.818181818181818,2020-08
555,GMS,GMS Inc.,1,1.0,4.0,Average,13.1,13.409090909090908,-0.30909090909090864,2020-08
556,GNL,Global Net Lease Inc,2,5.0,4.0,Laggard,5.1,3.127272727272727,1.9727272727272727,2020-08
557,GNRC,Generac Holdings Inc.,4,2.0,5.0,Average,20.6,5.041666666666667,15.558333333333334,2020-08
558,GNTX,Gentex Corporation,4,4.0,3.0,Average,0.2,3.19,-2.9899999999999998,2020-08
559,GNW,"Genworth Financial, Inc. Class A",1,5.0,2.0,Average,48.0,14.32727272727273,33.67272727272727,2020-08
560,GO,Grocery Outlet Holding Corp.,3,2.0,4.0,Average,-6.5,6.236363636363635,-12.736363636363635,2020-08
561,GOOGL,Alphabet Inc. Class A,5,4.0,3.0,Leader,9.5,5.718181818181819,3.7818181818181813,2020-08
562,GPC,Genuine Parts Company,4,2.0,2.0,Average,4.8,4.954545454545454,-0.15454545454545432,2020-08
563,GPI,"Group 1 Automotive, Inc.",2,2.0,3.0,Average,2.9,5.254545454545454,-2.354545454545454,2020-08
564,GPMT,Granite Point Mortgage Trust Inc.,1,5.0,1.0,Average,-2.2,2.383333333333333,-4.583333333333333,2020-08
565,GPN,Global Payments Inc.,5,1.0,3.0,Average,-0.8,3.8666666666666667,-4.666666666666667,2020-08
566,GPOR,Gulfport Energy Corporation,1,5.0,1.0,Average,-30.1,2.383333333333333,-32.483333333333334,2020-08
567,GPS,"Gap, Inc.",3,5.0,3.0,Leader,30.1,4.833333333333335,25.266666666666666,2020-08
568,GRMN,Garmin Ltd.,5,4.0,4.0,Average,5.1,1.7545454545454546,3.345454545454545,2020-08
569,GRUB,"Grubhub, Inc.",4,2.0,3.0,Average,0.2,6.0636363636363635,-5.863636363636363,2020-08
570,GS,"Goldman Sachs Group, Inc.",5,5.0,3.0,Average,4.1,2.275,1.8249999999999997,2020-08
571,GT,Goodyear Tire & Rubber Company,2,5.0,3.0,Average,6.5,5.7250000000000005,0.7749999999999995,2020-08
572,GTLS,"Chart Industries, Inc.",3,1.0,3.0,Average,-4.1,5.283333333333334,-9.383333333333333,2020-08
573,GTY,Getty Realty Corp.,2,4.0,4.0,Laggard,-1.1,2.581818181818182,-3.681818181818182,2020-08
574,GVA,Granite Construction Incorporated,1,5.0,2.0,Average,9.6,14.32727272727273,-4.72727272727273,2020-08
575,GWB,"Great Western Bancorp, Inc.",1,4.0,1.0,Average,7.2,9.208333333333334,-2.0083333333333337,2020-08
576,GWW,"W.W. Grainger, Inc.",4,3.0,3.0,Leader,7.4,4.681818181818182,2.7181818181818187,2020-08
577,HA,"Hawaiian Holdings, Inc.",1,4.0,1.0,Average,13.0,9.208333333333334,3.791666666666666,2020-08
578,HAE,Haemonetics Corporation,3,2.0,1.0,Average,2.3,7.708333333333332,-5.408333333333332,2020-08
579,HAFC,Hanmi Financial Corporation,1,5.0,1.0,Average,4.1,2.383333333333333,1.7166666666666668,2020-08
580,HAIN,"Hain Celestial Group, Inc.",3,3.0,5.0,Average,-3.5,5.008333333333332,-8.508333333333333,2020-08
581,HAL,Halliburton Company,4,4.0,1.0,Average,12.9,2.991666666666667,9.908333333333333,2020-08
582,HAS,"Hasbro, Inc.",4,3.0,1.0,Leader,8.5,10.433333333333334,-1.9333333333333336,2020-08
583,HAYN,"Haynes International, Inc.",1,4.0,3.0,Laggard,3.3,9.42727272727273,-6.12727272727273,2020-08
584,HBAN,Huntington Bancshares Incorporated,4,5.0,2.0,Average,1.5,2.609090909090909,-1.109090909090909,2020-08
585,HBI,Hanesbrands Inc.,3,1.0,3.0,Leader,9.3,5.283333333333334,4.016666666666667,2020-08
586,HCA,HCA Healthcare Inc,5,1.0,2.0,Leader,7.2,4.6454545454545455,2.5545454545454547,2020-08
587,HCC,"Warrior Met Coal, Inc.",1,4.0,3.0,Laggard,-2.5,9.42727272727273,-11.92727272727273,2020-08
588,HCI,"HCI Group, Inc.",1,4.0,5.0,Laggard,23.5,8.883333333333333,14.616666666666667,2020-08
589,HCSG,"Healthcare Services Group, Inc.",2,3.0,4.0,Average,-19.8,-1.4800000000000002,-18.32,2020-08
590,HD,"Home Depot, Inc.",5,2.0,4.0,Leader,7.4,4.918181818181818,2.4818181818181824,2020-08
591,HE,"Hawaiian Electric Industries, Inc.",3,4.0,3.0,Average,-3.6,5.4,-9.0,2020-08
592,HELE,Helen of Troy Limited,3,2.0,4.0,Average,9.9,6.236363636363635,3.663636363636365,2020-08
593,HES,Hess Corporation,4,5.0,3.0,Leader,-6.4,1.4083333333333334,-7.808333333333334,2020-08
594,HFC,HollyFrontier Corporation,3,4.0,1.0,Average,-11.9,3.508333333333333,-15.408333333333333,2020-08
595,HFWA,Heritage Financial Corporation,1,4.0,3.0,Average,6.5,9.42727272727273,-2.9272727272727295,2020-08
596,HI,"Hillenbrand, Inc.",2,1.0,4.0,Average,8.5,2.0454545454545454,6.454545454545455,2020-08
597,HIBB,"Hibbett Sports, Inc.",1,4.0,5.0,Average,43.9,8.883333333333333,35.016666666666666,2020-08
598,HIG,"Hartford Financial Services Group, Inc.",4,5.0,3.0,Average,-3.7,1.4083333333333334,-5.108333333333333,2020-08
599,HII,"Huntington Ingalls Industries, Inc.",4,2.0,1.0,Average,-12.2,9.508333333333331,-21.70833333333333,2020-08
600,HIW,"Highwoods Properties, Inc.",4,5.0,4.0,Laggard,-1.6,3.3090909090909095,-4.90909090909091,2020-08
601,HLIT,Harmonic Inc.,1,1.0,3.0,Average,5.7,13.227272727272727,-7.5272727272727264,2020-08
602,HLT,Hilton Worldwide Holdings Inc,5,1.0,1.0,Average,20.4,7.833333333333332,12.566666666666666,2020-08
603,HLX,"Helix Energy Solutions Group, Inc.",1,5.0,1.0,Average,-14.6,2.383333333333333,-16.983333333333334,2020-08
604,HMN,Horace Mann Educators Corporation,2,5.0,4.0,Average,3.9,3.127272727272727,0.7727272727272729,2020-08
605,HMST,"HomeStreet, Inc.",1,5.0,5.0,Average,4.1,8.7,-4.6,2020-08
606,HMSY,HMS Holdings Corp.,3,2.0,2.0,Average,-14.2,0.509090909090909,-14.709090909090909,2020-08
607,HNGR,"Hanger, Inc.",1,1.0,4.0,Average,13.2,13.409090909090908,-0.209090909090909,2020-08
608,HNI,HNI Corporation,2,2.0,2.0,Average,8.3,2.772727272727273,5.527272727272727,2020-08
609,HOG,"Harley-Davidson, Inc.",3,4.0,2.0,Average,6.5,2.218181818181818,4.281818181818182,2020-08
610,HOLX,"Hologic, Inc.",4,1.0,5.0,Leader,-14.4,3.2750000000000004,-17.675,2020-08
611,HOMB,"Home BancShares, Inc.",3,4.0,3.0,Laggard,0.1,5.4,-5.300000000000001,2020-08
612,HON,Honeywell International Inc.,5,3.0,1.0,Leader,11.4,6.508333333333334,4.891666666666667,2020-08
613,HOPE,"Hope Bancorp, Inc.",1,5.0,3.0,Average,2.0,8.533333333333333,-6.533333333333333,2020-08
614,HP,"Helmerich & Payne, Inc.",2,5.0,1.0,Laggard,-6.2,8.508333333333335,-14.708333333333336,2020-08
615,HPE,Hewlett Packard Enterprise Co.,4,1.0,1.0,Leader,-2.0,6.099999999999999,-8.099999999999998,2020-08
616,HPP,"Hudson Pacific Properties, Inc.",3,5.0,2.0,Average,-0.4,1.6090909090909091,-2.0090909090909093,2020-08
617,HPQ,HP Inc.,5,1.0,1.0,Leader,11.2,7.833333333333332,3.366666666666667,2020-08
618,HQY,HealthEquity Inc,3,1.0,1.0,Average,11.5,7.591666666666665,3.908333333333335,2020-08
619,HR,Healthcare Realty Trust Incorporated,3,4.0,4.0,Laggard,-0.5,2.9999999999999996,-3.4999999999999996,2020-08
620,HRB,"H&R Block, Inc.",3,1.0,1.0,Average,0.0,7.591666666666665,-7.591666666666665,2020-08
621,HRC,"Hill-Rom Holdings, Inc.",4,1.0,3.0,Average,-3.5,6.125,-9.625,2020-08
622,HRL,Hormel Foods Corporation,5,4.0,3.0,Average,0.2,5.718181818181819,-5.5181818181818185,2020-08
623,HSC,Harsco Corporation,2,1.0,2.0,Average,-11.3,5.845454545454545,-17.145454545454545,2020-08
624,HSIC,"Henry Schein, Inc.",4,2.0,2.0,Leader,-3.3,4.954545454545454,-8.254545454545454,2020-08
625,HSII,"Heidrick & Struggles International, Inc.",1,3.0,3.0,Average,7.7,6.245454545454546,1.4545454545454541,2020-08
626,HSKA,Heska Corporation,1,2.0,5.0,Average,7.7,-4.283333333333334,11.983333333333334,2020-08
627,HST,"Host Hotels & Resorts, Inc.",4,5.0,2.0,Average,4.2,2.609090909090909,1.5909090909090913,2020-08
628,HSTM,"HealthStream, Inc.",1,2.0,3.0,Laggard,-5.6,1.8909090909090913,-7.490909090909091,2020-08
629,HSY,Hershey Company,5,2.0,2.0,Average,2.8,6.972727272727273,-4.172727272727273,2020-08
630,HTLD,"Heartland Express, Inc.",2,3.0,4.0,Average,2.0,-1.4800000000000002,3.4800000000000004,2020-08
631,HUBB,Hubbell Incorporated Class B,4,2.0,3.0,Average,8.0,6.0636363636363635,1.9363636363636365,2020-08
632,HUBG,"Hub Group, Inc. Class A",2,3.0,5.0,Leader,1.8,-4.058333333333333,5.8583333333333325,2020-08
633,HUM,Humana Inc.,5,4.0,4.0,Average,5.8,1.7545454545454546,4.045454545454545,2020-08
634,HVT,"Haverty Furniture Companies, Inc.",1,4.0,4.0,Average,49.9,8.781818181818183,41.11818181818182,2020-08
635,HWC,Hancock Whitney Corporation,2,5.0,1.0,Average,5.0,8.508333333333335,-3.5083333333333346,2020-08
636,HWKN,"Hawkins, Inc.",1,2.0,5.0,Laggard,-2.1,-4.283333333333334,2.183333333333334,2020-08
637,HWM,Howmet Aerospace Inc.,4,2.0,1.0,Average,18.5,9.508333333333331,8.991666666666669,2020-08
638,HXL,Hexcel Corporation,3,3.0,1.0,Average,5.6,1.591666666666667,4.008333333333333,2020-08
639,HZO,"MarineMax, Inc.",1,5.0,5.0,Average,6.0,8.7,-2.6999999999999993,2020-08
640,IAA,"IAA, Inc.",4,1.0,3.0,Average,20.7,6.125,14.575,2020-08
641,IART,Integra LifeSciences Holdings Corporation,3,1.0,2.0,Laggard,0.1,7.018181818181817,-6.918181818181817,2020-08
642,IBKR,"Interactive Brokers Group, Inc. Class A",5,3.0,2.0,Average,7.1,6.300000000000001,0.7999999999999989,2020-08
643,IBM,International Business Machines Corporation,5,1.0,1.0,Leader,1.6,7.833333333333332,-6.2333333333333325,2020-08
644,IBOC,International Bancshares Corporation,2,5.0,4.0,Average,3.8,3.127272727272727,0.6727272727272728,2020-08
645,IBP,"Installed Building Products, Inc.",2,1.0,5.0,Laggard,9.7,0.28333333333333277,9.416666666666666,2020-08
646,IBTX,"Independent Bank Group, Inc.",2,4.0,3.0,Laggard,6.4,2.072727272727272,4.327272727272728,2020-08
647,ICE,"Intercontinental Exchange, Inc.",5,2.0,3.0,Average,9.8,3.8363636363636364,5.963636363636365,2020-08
648,ICHR,"Ichor Holdings, Ltd.",1,1.0,5.0,Average,-23.3,0.2916666666666668,-23.59166666666667,2020-08
649,ICUI,"ICU Medical, Inc.",3,4.0,1.0,Average,9.0,3.508333333333333,5.491666666666667,2020-08
650,IDA,"IDACORP, Inc.",3,4.0,4.0,Average,-2.9,2.9999999999999996,-5.8999999999999995,2020-08
651,IDCC,"InterDigital, Inc.",2,3.0,3.0,Average,1.9,5.0249999999999995,-3.1249999999999996,2020-08
652,IDXX,"IDEXX Laboratories, Inc.",5,3.0,4.0,Leader,-1.7,6.718181818181818,-8.418181818181818,2020-08
653,IEX,IDEX Corporation,4,2.0,2.0,Average,9.3,4.954545454545454,4.345454545454547,2020-08
654,IFF,International Flavors & Fragrances Inc.,4,1.0,2.0,Leader,-1.7,3.763636363636365,-5.463636363636365,2020-08
655,IIIN,"Insteel Industries, Inc.",1,4.0,5.0,Laggard,-1.1,8.883333333333333,-9.983333333333333,2020-08
656,IIPR,Innovative Industrial Properties Inc,2,5.0,4.0,Average,18.1,3.127272727272727,14.972727272727274,2020-08
657,IIVI,II-VI Incorporated,3,2.0,4.0,Laggard,-12.3,6.236363636363635,-18.536363636363635,2020-08
658,ILMN,"Illumina, Inc.",5,3.0,3.0,Average,-6.5,9.036363636363637,-15.536363636363637,2020-08
659,ILPT,Industrial Logistics Properties Trust,2,5.0,4.0,Laggard,2.2,3.127272727272727,-0.9272727272727268,2020-08
660,INCY,Incyte Corporation,5,4.0,3.0,Average,-2.4,5.718181818181819,-8.118181818181819,2020-08
661,INDB,Independent Bank Corp.,2,4.0,3.0,Average,-2.6,2.072727272727272,-4.672727272727272,2020-08
662,INFO,IHS Markit Ltd.,5,1.0,5.0,Leader,-1.0,2.3833333333333333,-3.3833333333333333,2020-08
663,INGN,"Inogen, Inc.",1,2.0,1.0,Average,-1.5,3.9333333333333336,-5.433333333333334,2020-08
664,INGR,Ingredion Incorporated,4,4.0,3.0,Average,-7.0,3.19,-10.19,2020-08
665,INN,"Summit Hotel Properties, Inc.",1,5.0,2.0,Laggard,13.7,14.32727272727273,-0.6272727272727305,2020-08
666,INT,World Fuel Services Corporation,2,3.0,1.0,Average,12.2,4.575,7.624999999999999,2020-08
667,INTC,Intel Corporation,5,4.0,2.0,Average,7.4,3.163636363636364,4.236363636363636,2020-08
668,INTU,Intuit Inc.,5,3.0,2.0,Leader,12.7,6.300000000000001,6.399999999999999,2020-08
669,INVA,"Innoviva, Inc.",2,3.0,4.0,Laggard,-13.5,-1.4800000000000002,-12.02,2020-08
670,IOSP,Innospec Inc.,2,3.0,2.0,Average,-0.6,7.718181818181819,-8.318181818181818,2020-08
671,IP,International Paper Company,4,4.0,2.0,Average,5.7,4.0583333333333345,1.6416666666666657,2020-08
672,IPAR,"Inter Parfums, Inc.",2,2.0,1.0,Laggard,9.2,12.333333333333334,-3.1333333333333346,2020-08
673,IPG,"Interpublic Group of Companies, Inc.",4,1.0,2.0,Average,-0.2,3.763636363636365,-3.963636363636365,2020-08
674,IPGP,IPG Photonics Corporation,4,4.0,5.0,Laggard,-9.7,-0.5749999999999997,-9.125,2020-08
675,IQV,IQVIA Holdings Inc,5,1.0,2.0,Average,3.4,4.6454545454545455,-1.2454545454545456,2020-08
676,IR,Ingersoll Rand Inc.,4,2.0,2.0,Average,11.0,4.954545454545454,6.045454545454546,2020-08
677,IRBT,iRobot Corporation,2,4.0,4.0,Leader,1.8,2.581818181818182,-0.781818181818182,2020-08
678,IRDM,Iridium Communications Inc.,3,4.0,4.0,Average,2.3,2.9999999999999996,-0.6999999999999997,2020-08
679,IRM,"Iron Mountain, Inc.",4,1.0,3.0,Average,6.7,6.125,0.5750000000000002,2020-08
680,IRT,"Independence Realty Trust, Inc.",1,3.0,4.0,Average,1.8,10.08181818181818,-8.28181818181818,2020-08
681,ISRG,"Intuitive Surgical, Inc.",5,4.0,4.0,Average,6.6,1.7545454545454546,4.845454545454545,2020-08
682,IT,"Gartner, Inc.",4,1.0,2.0,Average,4.2,3.763636363636365,0.4363636363636352,2020-08
683,ITGR,Integer Holdings Corporation,2,1.0,2.0,Average,5.3,5.845454545454545,-0.545454545454545,2020-08
684,ITRI,"Itron, Inc.",3,1.0,4.0,Average,-14.4,0.7000000000000002,-15.100000000000001,2020-08
685,ITT,"ITT, Inc.",3,3.0,2.0,Average,8.8,3.5545454545454542,5.245454545454546,2020-08
686,ITW,Illinois Tool Works Inc.,5,2.0,4.0,Average,6.8,4.918181818181818,1.8818181818181818,2020-08
687,IVR,Invesco Mortgage Capital Inc.,1,5.0,1.0,Laggard,-2.3,2.383333333333333,-4.683333333333333,2020-08
688,IVZ,Invesco Ltd.,3,1.0,1.0,Average,3.1,7.591666666666665,-4.491666666666665,2020-08
689,J,Jacobs Engineering Group Inc.,4,2.0,3.0,Average,5.8,6.0636363636363635,-0.26363636363636367,2020-08
690,JAZZ,Jazz Pharmaceuticals Plc,4,2.0,1.0,Average,24.1,9.508333333333331,14.59166666666667,2020-08
691,JBGS,JBG SMITH Properties,3,5.0,3.0,Average,-3.8,4.833333333333335,-8.633333333333335,2020-08
692,JBHT,"J.B. Hunt Transport Services, Inc.",4,4.0,5.0,Average,8.8,-0.5749999999999997,9.375,2020-08
693,JBL,Jabil Inc.,3,3.0,4.0,Average,-1.8,2.036363636363636,-3.836363636363636,2020-08
694,JBLU,JetBlue Airways Corporation,3,5.0,1.0,Average,11.4,8.008333333333333,3.3916666666666675,2020-08
695,JBSS,"John B. Sanfilippo & Son, Inc.",1,2.0,5.0,Average,-6.8,-4.283333333333334,-2.5166666666666657,2020-08
696,JBT,John Bean Technologies Corporation,3,1.0,3.0,Average,9.4,5.283333333333334,4.116666666666666,2020-08
697,JCI,Johnson Controls International plc,5,1.0,1.0,Leader,5.8,7.833333333333332,-2.0333333333333323,2020-08
698,JCOM,"J2 Global, Inc.",3,1.0,1.0,Laggard,23.4,7.591666666666665,15.808333333333334,2020-08
699,JEF,Jefferies Financial Group Inc.,3,5.0,4.0,Laggard,9.2,-0.05454545454545472,9.254545454545454,2020-08
700,JHG,Janus Henderson Group PLC,3,2.0,4.0,Leader,0.9,6.236363636363635,-5.336363636363635,2020-08
701,JJSF,J & J Snack Foods Corp.,2,3.0,1.0,Laggard,10.4,4.575,5.825,2020-08
702,JKHY,"Jack Henry & Associates, Inc.",4,3.0,4.0,Average,-7.2,0.6545454545454544,-7.8545454545454545,2020-08
703,JLL,Jones Lang LaSalle Incorporated,3,2.0,1.0,Average,4.2,7.708333333333332,-3.508333333333332,2020-08
704,JNJ,Johnson & Johnson,5,2.0,3.0,Average,5.9,3.8363636363636364,2.063636363636364,2020-08
705,JNPR,"Juniper Networks, Inc.",4,3.0,2.0,Average,-0.7,3.4909090909090916,-4.190909090909091,2020-08
706,JOE,St. Joe Company,2,4.0,4.0,Average,12.6,2.581818181818182,10.018181818181818,2020-08
707,JPM,JPMorgan Chase & Co.,5,5.0,3.0,Average,3.7,2.275,1.4250000000000003,2020-08
708,JRVR,James River Group Holdings Ltd,2,4.0,4.0,Laggard,5.2,2.581818181818182,2.618181818181818,2020-08
709,JW.A,"John Wiley & Sons, Inc. Class A",2,1.0,3.0,Average,-6.4,1.7999999999999992,-8.2,2020-08
710,JWN,"Nordstrom, Inc.",2,2.0,1.0,Average,16.9,12.333333333333334,4.566666666666665,2020-08
711,K,Kellogg Company,5,1.0,4.0,Leader,3.6,0.2636363636363636,3.3363636363636364,2020-08
712,KALU,Kaiser Aluminum Corporation,1,3.0,2.0,Average,3.8,6.727272727272726,-2.927272727272726,2020-08
713,KAMN,Kaman Corporation Class A,1,3.0,2.0,Average,17.1,6.727272727272726,10.372727272727275,2020-08
