Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,31 MktVal Co,31 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL),31 Price Chg (LOCAL)
MGM,MGM Resorts International,NYSE,Consumer Services,"8,292.0",3.6,503.1,"17,133.5",0.1,-32.8,14.5,"9,042.1",5.2,5.0,4.3,BBB,"7,402.3",15.0,"7,402.3",15.0,"7,402.3",15.0,"7,288.8",14.8,"7,037.3",14.3,"6,859.8",13.9,"7,363.7",14.9,"7,689.3",15.6,"7,689.3",15.6,"7,689.3",15.6,"7,225.6",14.7,"6,826.1",13.8,"6,254.0",12.7,"6,668.3",13.5,"6,831.1",13.9,"6,831.1",13.9,"6,831.1",13.9,"7,551.2",15.3,"7,477.2",15.2,"8,138.1",16.5,"7,886.6",16.0,"7,842.2",15.9,"7,842.2",15.9,"7,842.2",15.9,"7,842.2",15.9,"8,705.3",17.7,"8,932.2",18.1,"8,498.1",17.2,"8,473.5",17.2,"8,473.5",17.2,"8,473.5",17.2,659.9,1.3,-10.8,0.0,0.0,-1.5,-3.5,-2.5,7.3,4.4,0.0,0.0,-6.0,-5.5,-8.4,6.6,2.4,0.0,0.0,10.5,-1.0,8.8,-3.1,-0.6,0.0,0.0,0.0,11.0,2.6,-4.9,-0.3,0.0,0.0
MGPI,"MGP Ingredients, Inc.",NASDAQ,Consumer Non-Cyclicals,637.5,13.6,17.0,825.0,0.3,-43.7,-1.5,374.8,1.2,6.8,6.8,BB,645.7,38.2,645.7,38.2,645.7,38.2,651.8,38.6,627.3,37.1,623.6,36.9,619.9,36.7,653.0,38.7,653.0,38.7,653.0,38.7,618.7,36.6,609.4,36.1,576.0,34.1,577.2,34.2,587.6,34.8,587.6,34.8,587.6,34.8,608.2,36.0,597.9,35.4,607.4,36.0,597.1,35.3,597.6,35.4,597.6,35.4,597.6,35.4,597.6,35.4,623.1,36.9,679.9,40.2,654.2,38.7,633.8,37.5,633.8,37.5,633.8,37.5,27.1,1.6,1.3,0.0,0.0,0.9,-3.8,-0.6,-0.6,5.3,0.0,0.0,-5.3,-1.5,-5.5,0.2,1.8,0.0,0.0,3.5,-1.7,1.6,-1.7,0.1,0.0,0.0,0.0,4.3,9.1,-3.8,-3.1,0.0,0.0
MHK,"Mohawk Industries, Inc.",NYSE,Non-Energy Materials,"6,244.3",64.5,71.6,"9,767.8",0.5,-35.2,11.8,"9,279.3",8.4,3.6,4.5,BBB,"5,935.3",83.4,"5,935.3",83.4,"5,935.3",83.4,"6,049.9",85.0,"5,867.7",82.4,"5,622.1",79.0,"5,760.3",80.4,"6,082.2",84.9,"6,082.2",84.9,"6,082.2",84.9,"5,798.3",80.9,"5,577.6",77.8,"5,299.5",73.9,"5,444.3",76.0,"5,488.7",76.6,"5,488.7",76.6,"5,488.7",76.6,"6,161.7",86.0,"5,908.7",82.4,"5,951.0",83.0,"6,030.5",84.1,"5,971.1",83.3,"5,971.1",83.3,"5,971.1",83.3,"5,971.1",83.3,"6,699.3",93.5,"7,126.4",99.4,"6,677.0",93.2,"6,679.9",93.2,"6,679.9",93.2,"6,679.9",93.2,435.7,6.1,-4.9,0.0,0.0,1.9,-3.0,-4.2,1.8,5.6,0.0,0.0,-4.7,-3.8,-5.0,2.7,0.8,0.0,0.0,12.3,-4.1,0.7,1.3,-1.0,0.0,0.0,0.0,12.2,6.4,-6.3,0.0,0.0,0.0
MHO,"M/I Homes, Inc.",NYSE,Consumer Cyclicals,727.7,34.4,28.4,"1,107.4",0.9,-10.9,39.6,"2,686.4",5.2,3.0,3.5,BB,684.0,24.0,684.0,24.0,684.0,24.0,723.1,25.4,725.6,25.4,700.5,24.6,718.2,25.2,792.1,27.8,792.1,27.8,792.1,27.8,774.7,27.2,738.8,25.9,703.1,24.7,716.5,25.1,734.8,25.8,734.8,25.8,734.8,25.8,843.7,29.6,847.4,29.7,872.8,30.6,913.0,32.0,939.8,33.0,939.8,33.0,939.8,33.0,939.8,33.0,931.6,32.7,"1,040.8",36.5,947.8,33.2,955.0,33.5,955.0,33.5,955.0,33.5,109.2,3.8,-5.8,0.0,0.0,5.7,0.4,-3.5,2.5,10.3,0.0,0.0,-2.2,-4.6,-4.8,1.9,2.5,0.0,0.0,14.8,0.4,3.0,4.6,2.9,0.0,0.0,0.0,-0.9,11.7,-8.9,0.8,0.0,0.0
MIDD,Middleby Corporation,NASDAQ,Industrials,"3,076.9",-24.0,56.2,"6,148.6",-0.2,-57.8,29.2,"2,661.1",4.6,5.1,5.8,A,"2,914.3",52.7,"2,914.3",52.7,"2,914.3",52.7,"2,922.6",52.8,"2,985.6",54.0,"3,032.1",54.8,"3,276.0",59.2,"3,576.6",64.4,"3,576.6",64.4,"3,576.6",64.4,"3,393.7",61.1,"3,293.7",59.3,"3,154.7",56.8,"3,310.9",59.6,"3,367.6",60.6,"3,367.6",60.6,"3,367.6",60.6,"3,582.1",64.5,"3,579.4",64.4,"3,604.4",64.9,"3,538.8",63.7,"3,507.7",63.1,"3,507.7",63.1,"3,507.7",63.1,"3,507.7",63.1,"4,005.7",72.1,"4,086.2",73.5,"3,897.3",70.1,"3,785.0",68.1,"3,785.0",68.1,"3,785.0",68.1,320.9,5.7,-5.3,0.0,0.0,0.3,2.2,1.6,8.0,8.6,0.0,0.0,-5.1,-2.9,-4.2,5.0,1.7,0.0,0.0,6.4,-0.1,0.7,-1.8,-0.9,0.0,0.0,0.0,14.2,2.0,-4.6,-2.9,0.0,0.0
MIK,Michaels Companies Inc,NASDAQ,Consumer Cyclicals,446.4,-11.2,146.8,"1,187.5",-1.4,-71.9,36.9,"4,892.7",1.5,6.2,5.2,BBB,415.5,2.8,415.5,2.8,415.5,2.8,461.1,3.1,422.1,2.9,427.3,2.9,403.7,2.7,467.0,3.2,467.0,3.2,467.0,3.2,439.0,3.0,431.7,2.9,403.7,2.7,414.0,2.8,425.8,2.9,425.8,2.9,425.8,2.9,452.3,3.1,436.1,3.0,439.0,3.0,433.1,2.9,431.7,2.9,431.7,2.9,431.7,2.9,431.7,2.9,470.0,3.2,580.5,3.9,528.2,3.6,568.7,3.9,568.7,3.9,568.7,3.9,51.9,0.4,-7.2,0.0,0.0,11.0,-8.5,1.2,-5.5,15.7,0.0,0.0,-6.0,-1.7,-6.5,2.6,2.8,0.0,0.0,6.2,-3.6,0.7,-1.3,-0.3,0.0,0.0,0.0,8.9,23.5,-9.0,7.7,0.0,0.0
MKC,"McCormick & Company, Incorporated",NYSE,Consumer Non-Cyclicals,"20,842.2",-29.1,132.9,"22,571.7",-0.2,4.4,13.4,"5,528.2",3.7,5.5,6.0,A,"20,574.6",154.4,"20,574.6",154.4,"20,574.6",154.4,"20,920.7",157.4,"21,290.6",160.2,"21,306.6",160.2,"21,371.2",160.9,"21,789.4",164.0,"21,789.4",164.0,"21,789.4",164.0,"21,914.2",164.9,"22,404.2",168.6,"22,390.5",168.5,"23,317.5",175.5,"23,671.1",178.0,"23,671.1",178.0,"23,671.1",178.0,"23,442.2",176.3,"22,933.3",172.5,"23,061.5",173.6,"22,666.6",170.6,"22,845.3",171.9,"22,845.3",171.9,"22,845.3",171.9,"22,845.3",171.9,"22,739.6",171.0,"22,846.7",172.0,"22,909.0",172.5,"23,282.6",175.2,"23,282.6",175.2,"23,282.6",175.2,971.1,7.4,-1.5,0.0,0.0,1.9,1.8,0.0,0.4,2.0,0.0,0.0,0.5,2.3,-0.1,4.2,1.4,0.0,0.0,-0.9,-2.2,0.6,-1.7,0.8,0.0,0.0,0.0,-0.5,0.6,0.3,1.5,0.0,0.0
MKSI,"MKS Instruments, Inc.",NASDAQ,Technology,"5,509.1",7.3,54.6,"5,996.6",0.1,14.1,15.1,"2,042.1",4.4,6.5,2.2,B,"5,055.6",92.0,"5,055.6",92.0,"5,055.6",92.0,"5,039.7",91.7,"5,231.0",95.2,"5,243.0",95.4,"5,303.5",96.5,"5,589.9",101.7,"5,589.9",101.7,"5,589.9",101.7,"5,527.8",100.6,"5,331.5",97.0,"5,180.9",94.3,"5,335.4",97.1,"5,082.6",92.5,"5,082.6",92.5,"5,082.6",92.5,"5,350.2",97.3,"5,424.4",98.7,"5,624.5",102.3,"5,484.9",99.8,"5,471.1",99.5,"5,471.1",99.5,"5,471.1",99.5,"5,471.1",99.5,"5,732.2",104.3,"5,835.0",106.2,"5,674.5",103.2,"5,805.9",105.6,"5,805.9",105.6,"5,805.9",105.6,256.7,4.7,-8.2,0.0,0.0,-0.3,3.8,0.2,1.2,5.4,0.0,0.0,-1.1,-3.5,-2.8,3.0,-4.7,0.0,0.0,5.3,1.4,3.7,-2.5,-0.3,0.0,0.0,0.0,4.8,1.8,-2.8,2.3,0.0,0.0
MKTX,MarketAxess Holdings Inc.,NASDAQ,Finance,"17,249.5",14.8,37.9,"14,377.4",0.0,62.1,13.2,615.1,8.0,6.4,2.1,BBB,"17,051.6",449.8,"17,051.6",449.8,"17,051.6",449.8,"17,327.6",457.1,"18,320.5",483.3,"17,869.0",471.4,"18,225.3",480.8,"18,360.7",484.3,"18,360.7",484.3,"18,360.7",484.3,"19,146.6",505.1,"18,869.1",497.7,"19,134.8",504.7,"18,712.5",493.6,"18,502.1",488.1,"18,502.1",488.1,"18,502.1",488.1,"18,676.9",492.7,"18,142.3",478.6,"18,118.4",477.9,"17,928.9",472.9,"18,284.9",482.3,"18,284.9",482.3,"18,284.9",482.3,"18,284.9",482.3,"17,837.1",470.5,"17,751.8",468.3,"18,330.0",483.5,"19,280.8",508.6,"19,280.8",508.6,"19,280.8",508.6,621.6,16.4,-1.1,0.0,0.0,1.6,5.7,-2.5,2.0,0.7,0.0,0.0,4.3,-1.4,1.4,-2.2,-1.1,0.0,0.0,0.9,-2.9,-0.1,-1.0,2.0,0.0,0.0,0.0,-2.4,-0.5,3.3,5.2,0.0,0.0
MLAB,"Mesa Laboratories, Inc.",NASDAQ,Industrials,"1,040.1",-10.0,4.4,"1,088.6",0.0,1.3,14.6,121.3,6.1,4.2,4.9,B,"1,008.5",230.8,"1,008.5",230.8,"1,008.5",230.8,993.7,227.4,982.7,224.9,"1,031.3",236.0,"1,041.8",238.4,"1,023.5",234.2,"1,023.5",234.2,"1,023.5",234.2,"1,032.2",236.2,989.2,226.4,"1,001.6",229.2,"1,008.5",230.8,"1,039.9",238.0,"1,039.9",238.0,"1,039.9",238.0,"1,069.3",244.7,"1,065.5",243.8,"1,075.1",246.0,"1,068.6",244.5,"1,087.7",248.9,"1,087.7",248.9,"1,087.7",248.9,"1,087.7",248.9,"1,128.2",258.2,"1,136.2",260.0,"1,133.7",259.4,"1,154.8",264.3,"1,154.8",264.3,"1,154.8",264.3,52.5,12.0,-3.0,0.0,0.0,-1.5,-1.1,4.9,1.0,-1.8,0.0,0.0,0.9,-4.2,1.3,0.7,3.1,0.0,0.0,2.8,-0.4,0.9,-0.6,1.8,0.0,0.0,0.0,3.7,0.7,-0.2,1.9,0.0,0.0
MLHR,"Herman Miller, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,324.7",4.3,59.0,"2,459.8",0.1,-39.5,6.9,"2,442.5",10.0,6.8,6.9,AA,"1,265.9",21.5,"1,265.9",21.5,"1,265.9",21.5,"1,263.0",21.5,"1,278.8",21.8,"1,223.3",20.8,"1,273.5",21.7,"1,385.8",23.6,"1,385.8",23.6,"1,385.8",23.6,"1,301.2",22.1,"1,217.1",20.7,"1,186.0",20.2,"1,189.5",20.2,"1,211.5",20.6,"1,211.5",20.6,"1,211.5",20.6,"1,368.8",23.3,"1,301.8",22.2,"1,311.2",22.3,"1,317.6",22.4,"1,391.1",23.7,"1,391.1",23.7,"1,391.1",23.7,"1,391.1",23.7,"1,479.2",25.2,"1,523.9",25.9,"1,425.2",24.3,"1,352.9",23.0,"1,352.9",23.0,"1,352.9",23.0,86.3,1.5,-4.4,0.0,0.0,-0.2,1.3,-4.3,4.1,8.8,0.0,0.0,-6.1,-6.5,-2.6,0.3,1.9,0.0,0.0,13.0,-4.9,0.7,0.5,5.6,0.0,0.0,0.0,6.3,3.0,-6.5,-5.1,0.0,0.0
MLI,"Mueller Industries, Inc.",NYSE,Non-Energy Materials,"1,470.4",7.6,56.9,"1,808.2",0.2,-9.7,5.4,"2,255.5",2.4,4.9,6.2,B,"1,442.0",25.4,"1,442.0",25.4,"1,442.0",25.4,"1,384.1",24.4,"1,408.0",24.8,"1,362.0",24.0,"1,388.1",24.5,"1,476.6",26.0,"1,476.6",26.0,"1,476.6",26.0,"1,448.3",25.5,"1,333.6",23.5,"1,266.0",22.3,"1,259.8",22.2,"1,284.8",22.6,"1,284.8",22.6,"1,284.8",22.6,"1,427.3",25.1,"1,373.9",24.2,"1,461.3",25.7,"1,436.3",25.3,"1,446.0",25.5,"1,446.0",25.5,"1,446.0",25.5,"1,446.0",25.5,"1,511.8",26.6,"1,603.3",28.2,"1,539.7",27.1,"1,520.4",26.8,"1,520.4",26.8,"1,520.4",26.8,86.1,1.5,-1.9,0.0,0.0,-4.0,1.7,-3.3,1.9,6.4,0.0,0.0,-1.9,-7.9,-5.1,-0.5,2.0,0.0,0.0,11.1,-3.7,6.4,-1.7,0.7,0.0,0.0,0.0,4.6,6.0,-4.0,-1.3,0.0,0.0
MLM,"Martin Marietta Materials, Inc.",NYSE,Non-Energy Materials,"11,821.6",39.5,62.4,"17,477.8",0.1,-12.2,3.2,"4,749.6",3.8,6.6,4.8,BBB,"11,595.4",186.6,"11,595.4",186.6,"11,595.4",186.6,"11,847.7",190.7,"11,279.7",181.5,"10,860.5",174.5,"11,184.2",179.7,"10,991.2",176.6,"10,991.2",176.6,"10,991.2",176.6,"10,614.0",170.5,"10,546.2",169.4,"9,997.8",160.6,"10,519.4",169.0,"10,460.9",168.1,"10,460.9",168.1,"10,460.9",168.1,"11,257.6",180.9,"10,882.9",174.9,"11,147.4",179.1,"11,118.2",178.6,"11,184.2",179.7,"11,184.2",179.7,"11,184.2",179.7,"11,184.2",179.7,"11,763.0",189.0,"12,595.8",202.4,"12,289.6",197.5,"11,955.9",192.1,"11,955.9",192.1,"11,955.9",192.1,598.2,9.6,-1.9,0.0,0.0,2.2,-4.8,-3.9,3.0,-1.7,0.0,0.0,-3.4,-0.6,-5.2,5.2,-0.6,0.0,0.0,7.6,-3.3,2.4,-0.3,0.6,0.0,0.0,0.0,5.2,7.1,-2.4,-2.7,0.0,0.0
MMC,"Marsh & McLennan Companies, Inc.",NYSE,Business Services,"49,249.0",-20.1,503.6,"56,225.1",-0.2,7.2,9.1,"17,047.0",10.0,6.1,6.4,AA,"49,132.6",97.1,"49,132.6",97.1,"49,132.6",97.1,"49,962.4",98.7,"50,731.6",100.3,"50,045.0",98.9,"51,447.0",101.7,"52,626.2",104.0,"52,626.2",104.0,"52,626.2",104.0,"52,681.9",104.1,"52,788.2",104.3,"53,193.1",105.1,"53,699.2",106.1,"52,874.2",104.5,"52,874.2",104.5,"52,874.2",104.5,"54,154.7",107.0,"53,410.7",105.5,"52,626.2",104.0,"52,909.7",104.5,"52,889.4",104.5,"52,889.4",104.5,"52,889.4",104.5,"52,889.4",104.5,"53,522.1",105.8,"54,063.3",106.0,"54,384.7",106.6,"54,042.9",105.9,"54,042.9",105.9,"54,042.9",105.9,"1,546.6",2.9,-0.2,0.0,0.0,1.7,1.5,-1.4,2.8,2.3,0.0,0.0,0.1,0.2,0.8,1.0,-1.5,0.0,0.0,2.4,-1.4,-1.5,0.5,0.0,0.0,0.0,0.0,1.2,0.2,0.6,-0.6,0.0,0.0
MMI,"Marcus & Millichap, Inc.",NYSE,Finance,"1,139.7",12.0,39.2,"1,457.7",0.3,-32.5,1.8,744.2,5.8,4.3,7.5,A,"1,062.4",27.1,"1,062.4",27.1,"1,062.4",27.1,"1,045.5",26.7,"1,055.3",26.9,"1,023.2",26.1,"1,064.0",27.1,"1,120.5",28.6,"1,120.5",28.6,"1,120.5",28.6,"1,072.9",27.3,968.5,24.7,940.2,23.9,996.0,25.4,"1,015.2",25.9,"1,015.2",25.9,"1,015.2",25.9,"1,071.0",27.3,"1,027.8",26.2,"1,066.3",27.2,"1,065.1",27.1,"1,063.5",27.1,"1,063.5",27.1,"1,063.5",27.1,"1,063.5",27.1,"1,087.5",27.7,"1,118.1",28.5,"1,102.4",28.1,"1,082.8",27.6,"1,082.8",27.6,"1,082.8",27.6,42.5,1.1,-6.8,0.0,0.0,-1.6,0.9,-3.0,4.0,5.3,0.0,0.0,-4.3,-9.7,-2.9,5.9,1.9,0.0,0.0,5.5,-4.0,3.7,-0.1,-0.1,0.0,0.0,0.0,2.3,2.8,-1.4,-1.8,0.0,0.0
MMM,3M Company,NYSE,Non-Energy Materials,"87,383.8",-17.0,575.2,"101,450.5",-0.1,-15.2,6.3,"31,353.0",6.2,7.0,5.6,AAA,"85,474.2",148.6,"85,474.2",148.6,"85,474.2",148.6,"85,359.1",148.4,"84,801.2",147.4,"84,093.7",146.2,"83,829.1",145.7,"85,422.4",148.5,"85,422.4",148.5,"85,422.4",148.5,"83,823.4",145.7,"81,401.8",141.5,"78,295.7",136.1,"78,221.0",136.0,"79,774.0",138.7,"79,774.0",138.7,"79,774.0",138.7,"85,859.6",149.3,"85,347.6",148.4,"86,095.4",149.7,"83,869.4",145.8,"84,231.8",146.4,"84,231.8",146.4,"84,231.8",146.4,"84,231.8",146.4,"87,475.9",152.1,"90,967.3",158.2,"90,202.3",156.8,"89,983.7",156.4,"89,983.7",156.4,"89,983.7",156.4,"3,358.6",5.8,-2.2,0.0,0.0,-0.1,-0.7,-0.8,-0.3,1.9,0.0,0.0,-1.9,-2.9,-3.8,-0.1,2.0,0.0,0.0,7.6,-0.6,0.9,-2.6,0.4,0.0,0.0,0.0,3.9,4.0,-0.8,-0.2,0.0,0.0
MMS,"MAXIMUS, Inc.",NYSE,Healthcare,"4,304.6",7.9,64.0,"4,759.4",0.1,-6.3,9.5,"3,292.7",8.7,6.5,3.6,BBB,"4,221.5",66.0,"4,221.5",66.0,"4,221.5",66.0,"4,049.1",66.0,"4,041.7",65.9,"4,033.8",65.8,"4,072.4",66.4,"4,213.4",68.7,"4,213.4",68.7,"4,213.4",68.7,"4,223.2",68.9,"4,142.9",67.6,"3,964.5",64.7,"3,951.0",64.4,"4,013.5",65.5,"4,013.5",65.5,"4,013.5",65.5,"4,289.4",70.0,"4,175.4",68.1,"4,281.5",69.8,"4,270.4",69.7,"4,301.7",70.2,"4,301.7",70.2,"4,301.7",70.2,"4,301.7",70.2,"4,378.9",71.4,"4,483.8",73.1,"4,478.9",73.1,"4,415.7",72.0,"4,415.7",72.0,"4,415.7",72.0,153.3,2.6,-1.9,0.0,0.0,0.0,-0.2,-0.2,1.0,3.5,0.0,0.0,0.2,-1.9,-4.3,-0.3,1.6,0.0,0.0,6.9,-2.7,2.5,-0.3,0.7,0.0,0.0,0.0,1.8,2.4,-0.1,-1.4,0.0,0.0
MMSI,"Merit Medical Systems, Inc.",NASDAQ,Healthcare,"2,258.9",2.7,55.2,"1,723.6",0.1,-25.1,16.7,961.9,7.5,4.7,6.3,A,"2,132.7",38.5,"2,132.7",38.5,"2,132.7",38.5,"2,185.8",39.5,"2,184.7",39.5,"2,163.2",39.1,"2,257.8",40.8,"2,305.9",41.7,"2,305.9",41.7,"2,305.9",41.7,"2,296.8",41.5,"2,231.4",40.3,"2,151.7",38.9,"2,157.2",39.0,"2,194.3",39.6,"2,194.3",39.6,"2,194.3",39.6,"2,387.1",43.1,"2,320.0",41.9,"2,428.0",43.8,"2,362.1",42.7,"2,481.8",44.8,"2,481.8",44.8,"2,481.8",44.8,"2,481.8",44.8,"2,389.8",43.2,"2,451.3",44.3,"2,412.5",43.6,"2,491.7",45.0,"2,491.7",45.0,"2,491.7",45.0,131.8,2.4,-5.6,0.0,0.0,2.5,-0.1,-1.0,4.4,2.1,0.0,0.0,-0.5,-2.8,-3.6,0.3,1.7,0.0,0.0,8.8,-2.8,4.7,-2.7,5.1,0.0,0.0,0.0,-3.7,2.6,-1.6,3.3,0.0,0.0
MNRO,Monro Inc,NASDAQ,Consumer Cyclicals,"1,846.9",1.3,33.3,"2,601.9",0.0,-28.7,5.9,"1,186.5",3.6,5.3,5.0,BBB,"1,732.1",52.0,"1,732.1",52.0,"1,732.1",52.0,"1,761.1",52.9,"1,760.1",52.9,"1,734.1",52.1,"1,744.1",52.4,"1,810.0",54.4,"1,810.0",54.4,"1,810.0",54.4,"1,789.0",53.8,"1,725.8",51.9,"1,677.2",50.4,"1,659.9",49.9,"1,706.5",51.3,"1,706.5",51.3,"1,706.5",51.3,"1,830.6",55.0,"1,812.6",54.5,"1,855.9",55.8,"1,946.4",58.5,"1,933.8",58.1,"1,933.8",58.1,"1,933.8",58.1,"1,933.8",58.1,"1,999.0",60.1,"2,064.9",62.0,"1,916.2",57.6,"1,833.9",55.1,"1,833.9",55.1,"1,833.9",55.1,101.4,3.0,-6.2,0.0,0.0,1.7,-0.1,-1.5,0.6,3.8,0.0,0.0,-1.2,-3.5,-2.8,-1.0,2.8,0.0,0.0,7.3,-1.0,2.4,4.9,-0.6,0.0,0.0,0.0,3.4,3.3,-7.2,-4.3,0.0,0.0
MNST,Monster Beverage Corporation,NASDAQ,Consumer Non-Cyclicals,"32,545.9",3.3,536.7,"34,169.7",0.1,6.7,20.8,"4,306.8",1.4,5.2,2.3,CCC,"31,340.1",59.5,"31,340.1",59.5,"31,340.1",59.5,"31,176.9",59.2,"31,935.1",60.7,"32,277.4",61.3,"32,693.3",62.1,"34,636.3",65.8,"34,636.3",65.8,"34,636.3",65.8,"34,962.8",66.4,"34,853.2",66.2,"34,316.1",65.2,"34,221.4",65.0,"34,758.5",66.0,"34,758.5",66.0,"34,758.5",66.0,"35,079.7",66.6,"35,358.7",67.2,"36,548.8",69.4,"35,995.9",68.4,"36,180.2",68.7,"36,180.2",68.7,"36,180.2",68.7,"36,180.2",68.7,"36,338.2",69.0,"37,175.4",70.6,"37,317.6",70.9,"37,865.2",71.9,"37,865.2",71.9,"37,865.2",71.9,"2,030.1",3.9,-3.7,0.0,0.0,-0.5,2.4,1.1,1.3,5.9,0.0,0.0,0.9,-0.3,-1.5,-0.3,1.6,0.0,0.0,0.9,0.8,3.4,-1.5,0.5,0.0,0.0,0.0,0.4,2.3,0.4,1.5,0.0,0.0
MO,Altria Group Inc,NYSE,Consumer Non-Cyclicals,"72,941.0",-6.3,"1,858.0","93,238.2",-0.1,-20.3,3.0,"20,322.0",0.3,5.3,2.9,BB,"70,450.7",37.9,"70,450.7",37.9,"70,450.7",37.9,"70,636.6",38.0,"68,388.0",36.8,"66,399.5",35.7,"65,228.7",35.1,"68,276.5",36.7,"68,276.5",36.7,"68,276.5",36.7,"67,681.8",36.4,"67,049.9",36.1,"67,551.7",36.4,"67,365.8",36.3,"67,997.7",36.6,"67,997.7",36.6,"67,997.7",36.6,"69,874.6",37.6,"68,982.6",37.1,"70,190.6",37.8,"69,763.1",37.5,"70,116.2",37.7,"70,116.2",37.7,"70,116.2",37.7,"70,116.2",37.7,"71,138.3",38.3,"72,569.3",39.1,"72,123.3",38.8,"72,569.3",39.1,"72,569.3",39.1,"72,569.3",39.1,"1,929.5",1.0,-3.4,0.0,0.0,0.3,-3.2,-2.9,-1.8,4.7,0.0,0.0,-0.9,-0.9,0.7,-0.3,0.9,0.0,0.0,2.8,-1.3,1.8,-0.6,0.5,0.0,0.0,0.0,1.5,2.0,-0.6,0.6,0.0,0.0
MOG.A,Moog Inc. Class A,NYSE,Industrials,"1,630.4",12.3,34.1,"3,115.4",0.1,-45.0,14.1,"2,943.2",3.8,3.2,7.1,A,"1,560.3",47.6,"1,560.3",47.6,"1,560.3",47.6,"1,536.7",46.9,"1,531.4",46.8,"1,472.1",44.7,"1,513.5",46.0,"1,604.1",48.8,"1,604.1",48.8,"1,604.1",48.8,"1,525.0",46.4,"1,422.6",43.1,"1,351.4",41.0,"1,318.1",40.1,"1,347.6",40.8,"1,347.6",40.8,"1,347.6",40.8,"1,511.2",46.2,"1,444.1",44.0,"1,604.0",49.2,"1,575.1",48.0,"1,613.8",49.1,"1,613.8",49.1,"1,613.8",49.1,"1,613.8",49.1,"1,772.0",54.2,"1,845.2",56.5,"1,831.1",55.7,"1,779.9",54.3,"1,779.9",54.3,"1,779.9",54.3,146.9,4.6,-3.8,0.0,0.0,-1.5,-0.2,-4.3,2.7,6.1,0.0,0.0,-4.8,-7.1,-4.9,-2.3,1.9,0.0,0.0,13.2,-4.9,11.8,-2.3,2.2,0.0,0.0,0.0,10.5,4.1,-1.3,-2.6,0.0,0.0
MOH,"Molina Healthcare, Inc.",NYSE,Healthcare,"9,707.0",28.8,62.0,"8,412.8",0.2,29.3,7.3,"17,684.0",8.0,5.3,3.1,BB,"10,256.4",173.3,"10,256.4",173.3,"10,256.4",173.3,"10,556.0",178.3,"10,719.9",181.1,"10,839.5",183.1,"10,494.4",177.3,"10,392.6",175.6,"10,392.6",175.6,"10,392.6",175.6,"10,588.5",178.9,"10,685.6",180.5,"10,323.3",174.4,"10,447.6",176.5,"10,740.1",181.4,"10,740.1",181.4,"10,740.1",181.4,"10,286.0",173.8,"10,458.9",176.7,"10,476.6",177.0,"10,757.8",181.7,"10,786.8",182.2,"10,786.8",182.2,"10,786.8",182.2,"10,786.8",182.2,"10,875.6",183.7,"10,872.1",183.7,"11,062.1",186.9,"11,000.5",185.8,"11,000.5",185.8,"11,000.5",185.8,247.2,4.2,5.7,0.0,0.0,2.9,1.6,1.1,-3.2,-1.0,0.0,0.0,1.9,0.9,-3.4,1.2,2.8,0.0,0.0,-4.2,1.7,0.2,2.7,0.3,0.0,0.0,0.0,0.8,0.0,1.7,-0.6,0.0,0.0
