Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL)
HR,Healthcare Realty Trust Incorporated,NYSE,Finance,"4,142.4",14.1,134.7,"4,462.8",0.4,-1.1,-5.3,488.2,5.9,6.2,0.6,B,"4,173.5",30.9,"4,165.4",30.9,"4,205.8",31.2,"4,166.7",30.9,"4,266.6",31.6,"4,266.6",31.6,"4,266.6",31.6,"4,344.8",32.2,"4,315.1",32.0,"4,236.9",31.4,"3,996.7",29.6,"4,176.2",31.0,"4,176.2",31.0,"4,176.2",31.0,"4,265.2",31.6,"4,359.7",32.3,"4,269.3",31.6,"4,235.5",31.4,"4,107.3",30.4,"4,107.3",30.4,"4,107.3",30.4,"4,122.2",30.6,"4,019.6",29.8,"3,979.2",29.5,"4,025.0",29.8,"3,922.5",29.1,"3,922.5",29.1,"3,922.5",29.1,"3,938.7",29.2,"3,952.2",29.3,134.7,1.0,0.7,-0.2,1.0,-0.9,2.4,0.0,0.0,1.8,-0.7,-1.8,-5.7,4.5,0.0,0.0,2.1,2.2,-2.1,-0.8,-3.0,0.0,0.0,0.4,-2.5,-1.0,1.2,-2.5,0.0,0.0,0.4,0.3
HRB,"H&R Block, Inc.",NYSE,Business Services,"3,272.1",-7.8,193.4,"4,584.4",-0.3,-31.3,-16.3,"3,090.4",6.9,6.8,3.7,BB,"3,343.3",17.4,"3,302.9",17.2,"3,478.0",18.1,"3,578.1",18.6,"3,651.3",19.0,"3,651.3",19.0,"3,651.3",19.0,"3,803.3",19.8,"3,676.3",19.1,"3,643.6",18.9,"3,343.3",17.4,"3,439.5",17.9,"3,439.5",17.9,"3,439.5",17.9,"3,414.5",17.7,"3,470.3",18.0,"3,141.2",16.3,"3,150.8",16.4,"3,027.6",15.7,"3,027.6",15.7,"3,027.6",15.7,"2,941.0",15.3,"3,033.4",15.8,"2,860.2",14.9,"2,713.9",14.1,"2,598.4",13.5,"2,598.4",13.5,"2,598.4",13.5,"2,735.1",14.2,"2,748.5",14.3,371.4,1.9,2.2,-1.2,5.3,2.9,2.0,0.0,0.0,4.2,-3.3,-0.9,-8.2,2.9,0.0,0.0,-0.7,1.6,-9.5,0.3,-3.9,0.0,0.0,-2.9,3.1,-5.7,-5.1,-4.3,0.0,0.0,5.3,0.5
HRC,"Hill-Rom Holdings, Inc.",NYSE,Healthcare,"6,766.7",-18.0,67.0,"7,579.5",-0.2,6.6,7.4,"2,958.5",6.3,4.4,6.5,A,"6,814.0",102.4,"6,783.3",101.9,"6,762.7",101.6,"6,787.3",102.0,"6,977.7",104.8,"6,977.7",104.8,"6,977.7",104.8,"6,963.0",104.6,"6,663.5",100.1,"6,618.3",99.4,"6,289.5",94.5,"6,371.4",95.7,"6,371.4",95.7,"6,371.4",95.7,"6,455.9",97.0,"6,423.3",96.5,"6,342.7",95.3,"6,299.5",94.7,"6,535.1",98.2,"6,535.1",98.2,"6,535.1",98.2,"6,873.9",103.3,"6,874.5",103.3,"6,767.4",101.7,"7,028.3",105.6,"7,168.7",107.7,"7,168.7",107.7,"7,168.7",107.7,"7,202.0",108.2,"7,306.5",109.8,306.5,4.6,0.7,-0.4,-0.3,0.4,2.8,0.0,0.0,-0.2,-4.3,-0.7,-5.0,1.3,0.0,0.0,1.3,-0.5,-1.3,-0.7,3.7,0.0,0.0,5.2,0.0,-1.6,3.9,2.0,0.0,0.0,0.5,1.5
HRL,Hormel Foods Corporation,NYSE,Consumer Non-Cyclicals,"26,259.6",4.7,536.4,"24,122.0",0.1,25.9,-1.2,"9,689.9",3.1,7.4,5.8,A,"26,270.4",48.9,"26,279.3",48.8,"25,691.8",47.7,"25,853.5",48.0,"25,869.7",48.0,"25,869.7",48.0,"25,869.7",48.0,"25,929.0",48.1,"25,858.9",48.0,"25,885.9",48.0,"25,244.5",46.8,"25,152.9",46.7,"25,152.9",46.7,"25,152.9",46.7,"25,379.2",47.1,"25,761.9",47.8,"25,875.1",48.0,"25,950.5",48.2,"26,166.1",48.6,"26,166.1",48.6,"26,166.1",48.6,"26,079.9",48.4,"25,654.1",47.6,"25,740.3",47.8,"26,230.8",48.7,"25,982.9",48.2,"25,982.9",48.2,"25,982.9",48.2,"26,052.9",48.3,"26,015.2",48.3,328.4,0.6,0.0,-0.2,-2.2,0.6,0.1,0.0,0.0,0.2,-0.3,0.1,-2.5,-0.4,0.0,0.0,0.9,1.5,0.4,0.3,0.8,0.0,0.0,-0.3,-1.6,0.3,1.9,-0.9,0.0,0.0,0.3,-0.1
HSC,Harsco Corporation,NYSE,Non-Energy Materials,880.4,-3.8,78.5,"1,808.8",-0.2,-55.4,18.2,"1,666.5",2.3,5.3,6.3,BB,901.7,11.4,947.4,12.0,977.4,12.4,997.1,12.6,"1,047.6",13.3,"1,047.6",13.3,"1,047.6",13.3,"1,116.2",14.2,"1,078.4",13.7,"1,037.3",13.2,902.4,11.4,964.8,12.2,964.8,12.2,964.8,12.2,997.1,12.6,"1,068.1",13.5,"1,013.7",12.9,"1,010.5",12.8,989.2,12.5,989.2,12.5,989.2,12.5,982.1,12.5,"1,030.2",13.1,992.4,12.6,"1,032.6",13.1,"1,001.8",12.7,"1,001.8",12.7,"1,001.8",12.7,"1,037.3",13.2,"1,065.7",13.5,47.7,0.6,2.4,5.1,3.2,2.0,5.1,0.0,0.0,6.6,-3.4,-3.8,-13.0,6.9,0.0,0.0,3.4,7.1,-5.1,-0.3,-2.1,0.0,0.0,-0.7,4.9,-3.7,4.1,-3.0,0.0,0.0,3.5,2.7
HSIC,"Henry Schein, Inc.",NASDAQ,Healthcare,"8,668.1",-0.3,143.4,"9,564.5",0.0,-5.8,-4.5,"9,291.0",8.7,6.0,6.5,AAA,"8,726.7",61.1,"9,025.0",63.2,"9,027.9",63.2,"9,033.6",63.3,"9,397.6",65.8,"9,397.6",65.8,"9,397.6",65.8,"9,558.9",67.0,"8,731.0",61.2,"8,396.9",58.8,"7,968.6",55.8,"8,084.3",56.6,"8,084.3",56.6,"8,084.3",56.6,"8,305.5",58.2,"8,535.4",59.8,"8,532.5",59.8,"8,475.4",59.4,"8,625.3",60.4,"8,625.3",60.4,"8,625.3",60.4,"8,494.0",59.5,"8,472.6",59.4,"8,020.0",56.2,"8,051.4",56.4,"8,090.0",56.7,"8,090.0",56.7,"8,090.0",56.7,"8,288.4",58.1,"8,335.5",58.4,466.4,3.3,0.7,3.4,0.0,0.1,4.0,0.0,0.0,1.7,-8.7,-3.8,-5.1,1.5,0.0,0.0,2.7,2.8,0.0,-0.7,1.8,0.0,0.0,-1.5,-0.3,-5.3,0.4,0.5,0.0,0.0,2.5,0.6
HSII,"Heidrick & Struggles International, Inc.",NASDAQ,Business Services,427.5,9.4,19.2,623.0,0.3,-25.0,-3.8,693.8,6.7,6.9,5.0,BBB,433.1,22.5,431.8,22.4,453.5,23.5,450.6,23.4,463.9,24.1,463.9,24.1,463.9,24.1,463.8,24.1,465.5,24.2,437.7,22.7,405.2,21.0,402.7,20.9,402.7,20.9,402.7,20.9,415.6,21.6,416.0,21.6,411.3,21.3,404.4,21.0,385.5,20.0,385.5,20.0,385.5,20.0,393.6,20.4,398.2,20.7,394.6,20.5,408.2,21.2,407.3,21.1,407.3,21.1,407.3,21.1,411.5,21.4,416.7,21.6,26.3,1.4,1.3,-0.3,5.0,-0.6,3.0,0.0,0.0,0.0,0.4,-6.0,-7.4,-0.6,0.0,0.0,3.2,0.1,-1.1,-1.7,-4.7,0.0,0.0,2.1,1.2,-0.9,3.5,-0.2,0.0,0.0,1.0,1.3
HSKA,Heska Corporation,NASDAQ,Healthcare,825.8,13.5,7.9,751.0,0.1,25.4,9.5,141.4,5.7,5.1,6.2,A,798.9,85.1,814.3,86.7,810.6,86.3,841.4,89.6,854.9,91.0,854.9,91.0,854.9,91.0,898.1,95.6,870.5,92.7,853.8,90.9,770.1,82.0,819.8,87.3,819.8,87.3,819.8,87.3,844.0,89.9,839.6,89.4,837.9,89.2,842.0,89.7,827.3,88.1,827.3,88.1,827.3,88.1,850.5,90.6,868.7,92.5,852.3,90.8,861.2,91.7,843.8,89.8,843.8,89.8,843.8,89.8,856.2,91.2,875.0,93.2,24.9,2.7,-3.3,1.9,-0.4,3.8,1.6,0.0,0.0,5.1,-3.1,-1.9,-9.8,6.5,0.0,0.0,2.9,-0.5,-0.2,0.5,-1.7,0.0,0.0,2.8,2.1,-1.9,1.0,-2.0,0.0,0.0,1.5,2.2
HST,"Host Hotels & Resorts, Inc.",NYSE,Finance,"8,417.2",10.3,713.4,"13,303.7",0.6,-29.4,-11.9,"3,751.0",6.9,5.6,5.0,A,"8,635.7",12.3,"8,656.9",12.3,"8,889.5",12.6,"9,206.8",13.1,"9,876.5",14.0,"9,876.5",14.0,"9,876.5",14.0,"10,447.5",14.8,"10,186.7",14.5,"9,368.9",13.3,"8,579.4",12.2,"8,910.7",12.6,"8,910.7",12.6,"8,910.7",12.6,"8,776.7",12.5,"9,030.5",12.8,"8,678.0",12.3,"8,600.5",12.2,"8,226.9",11.7,"8,226.9",11.7,"8,226.9",11.7,"7,959.0",11.3,"7,923.7",11.2,"7,740.4",11.0,"7,655.9",10.9,"7,571.3",10.7,"7,571.3",10.7,"7,571.3",10.7,"7,726.4",11.0,"7,606.5",10.8,833.6,1.2,2.6,0.2,2.7,3.6,7.3,0.0,0.0,5.8,-2.5,-8.0,-8.4,3.9,0.0,0.0,-1.5,2.9,-3.9,-0.9,-4.3,0.0,0.0,-3.3,-0.4,-2.3,-1.1,-1.1,0.0,0.0,2.0,-1.6
HSTM,"HealthStream, Inc.",NASDAQ,Healthcare,728.9,5.4,32.4,880.7,0.2,-8.9,-1.3,247.3,6.7,3.7,4.5,B,717.4,22.4,724.4,22.6,741.1,23.2,735.0,23.0,751.0,23.5,751.0,23.5,751.0,23.5,747.8,23.4,743.0,23.2,734.3,23.0,693.7,21.7,690.8,21.6,690.8,21.6,690.8,21.6,703.0,22.0,709.7,22.2,692.1,21.6,691.1,21.6,705.5,22.1,705.5,22.1,705.5,22.1,696.3,21.8,707.1,22.1,681.5,21.3,683.1,21.4,670.7,21.0,670.7,21.0,670.7,21.0,686.0,21.4,708.1,22.1,25.6,0.8,-1.6,1.0,2.3,-0.8,2.2,0.0,0.0,-0.4,-0.6,-1.2,-5.5,-0.4,0.0,0.0,1.8,1.0,-2.5,-0.1,2.1,0.0,0.0,-1.3,1.6,-3.6,0.2,-1.8,0.0,0.0,2.3,3.2
HSY,Hershey Company,NYSE,Consumer Non-Cyclicals,"28,222.7",-7.6,208.8,"30,707.3",-0.1,5.2,-5.0,"7,947.2",3.3,3.7,5.0,BBB,"20,109.2",136.4,"20,219.8",137.2,"19,783.5",134.2,"19,667.0",133.4,"19,963.3",135.4,"19,963.3",135.4,"19,963.3",135.4,"19,997.2",135.7,"19,653.8",133.3,"19,945.6",135.3,"19,027.3",129.1,"19,030.3",129.1,"19,030.3",129.1,"19,030.3",129.1,"19,180.6",130.1,"19,541.7",132.6,"19,497.5",132.3,"19,535.8",132.5,"19,080.4",129.5,"19,080.4",129.5,"19,080.4",129.5,"19,244.0",130.6,"19,198.3",130.3,"18,863.7",128.0,"18,965.4",128.7,"18,549.8",125.9,"18,549.8",125.9,"18,549.8",125.9,"18,809.2",127.6,"19,105.5",129.6,493.2,3.3,0.6,0.5,-2.2,-0.6,1.5,0.0,0.0,0.2,-1.7,1.5,-4.6,0.0,0.0,0.0,0.8,1.9,-0.2,0.2,-2.3,0.0,0.0,0.9,-0.2,-1.7,0.5,-2.2,0.0,0.0,1.4,1.6
HT,Hersha Hospitality Trust Class A,NYSE,Finance,216.7,20.8,38.7,624.1,1.3,-65.5,10.6,374.2,#N/A,#N/A,#N/A,@NA,201.7,5.2,204.8,5.3,228.0,5.9,263.3,6.8,351.9,9.1,351.9,9.1,351.9,9.1,389.9,10.1,341.8,8.8,308.2,8.0,254.0,6.6,283.0,7.3,283.0,7.3,283.0,7.3,274.1,7.1,280.3,7.2,264.0,6.8,251.3,6.5,241.2,6.2,241.2,6.2,241.2,6.2,236.5,6.1,230.7,6.0,218.0,5.6,220.3,5.7,210.2,5.4,210.2,5.4,210.2,5.4,226.5,5.9,223.0,5.8,51.4,1.3,3.4,1.5,11.3,15.4,33.7,0.0,0.0,10.8,-12.3,-9.9,-17.6,11.4,0.0,0.0,-3.1,2.3,-5.8,-4.8,-4.0,0.0,0.0,-1.9,-2.5,-5.5,1.1,-4.6,0.0,0.0,7.7,-1.5
HTLD,"Heartland Express, Inc.",NASDAQ,Industrials,"1,781.6",6.0,82.0,"1,726.5",0.3,22.9,-3.4,642.3,3.9,6.0,3.7,BBB,"1,754.7",21.6,"1,769.4",21.8,"1,749.0",21.5,"1,736.0",21.3,"1,742.9",21.4,"1,742.9",21.4,"1,742.9",21.4,"1,723.0",21.2,"1,704.3",21.0,"1,709.2",21.0,"1,626.2",20.0,"1,618.9",19.9,"1,618.9",19.9,"1,618.9",19.9,"1,674.2",20.6,"1,677.5",20.6,"1,701.9",20.9,"1,698.6",20.9,"1,656.3",20.4,"1,656.3",20.4,"1,656.3",20.4,"1,657.5",20.4,"1,666.1",20.5,"1,645.7",20.2,"1,636.8",20.1,"1,653.1",20.3,"1,653.1",20.3,"1,653.1",20.3,"1,666.9",20.5,"1,693.7",20.8,45.2,0.6,-1.5,0.8,-1.1,-0.7,0.4,0.0,0.0,-1.1,-1.1,0.3,-4.9,-0.5,0.0,0.0,3.4,0.2,1.5,-0.2,-2.5,0.0,0.0,0.1,0.5,-1.2,-0.5,1.0,0.0,0.0,0.8,1.6
HUBB,Hubbell Incorporated Class B,NYSE,Industrials,"6,635.3",-12.3,54.5,"8,039.3",-0.1,10.0,0.3,"4,346.5",5.1,7.3,4.6,A,"6,774.6",125.0,"6,973.5",128.7,"7,110.1",131.2,"7,239.6",133.6,"7,468.9",137.8,"7,468.9",137.8,"7,468.9",137.8,"7,466.7",137.8,"7,353.5",135.7,"7,130.7",131.6,"6,675.9",123.2,"6,762.1",124.8,"6,762.1",124.8,"6,762.1",124.8,"6,796.8",125.4,"6,912.3",127.5,"6,976.8",128.7,"6,872.2",126.8,"6,840.2",126.2,"6,840.2",126.2,"6,840.2",126.2,"6,819.0",125.8,"6,800.1",125.5,"6,447.8",119.0,"6,501.4",120.0,"6,438.5",118.8,"6,438.5",118.8,"6,438.5",118.8,"6,618.0",122.1,"6,794.6",125.4,320.3,5.9,2.1,2.9,2.0,1.8,3.2,0.0,0.0,0.0,-1.5,-3.0,-6.4,1.3,0.0,0.0,0.5,1.7,0.9,-1.5,-0.5,0.0,0.0,-0.3,-0.3,-5.2,0.8,-1.0,0.0,0.0,2.8,2.7
HUBG,"Hub Group, Inc. Class A",NASDAQ,Industrials,"1,599.1",13.8,34.0,"1,745.8",0.3,20.0,4.2,"3,432.1",6.8,4.4,6.3,AA,"1,540.6",46.0,"1,578.2",47.1,"1,579.2",47.1,"1,587.5",47.4,"1,652.3",49.3,"1,652.3",49.3,"1,652.3",49.3,"1,673.0",49.9,"1,634.2",48.7,"1,649.9",49.2,"1,539.9",45.9,"1,547.7",46.2,"1,547.7",46.2,"1,547.7",46.2,"1,584.9",47.3,"1,599.7",47.7,"1,643.3",49.0,"1,651.4",49.2,"1,585.0",47.3,"1,585.0",47.3,"1,585.0",47.3,"1,579.6",47.1,"1,597.0",47.6,"1,547.4",46.1,"1,509.2",45.0,"1,544.0",46.0,"1,544.0",46.0,"1,544.0",46.0,"1,566.2",46.7,"1,605.4",47.9,44.3,1.3,-1.8,2.4,0.1,0.5,4.1,0.0,0.0,1.3,-2.3,1.0,-6.7,0.5,0.0,0.0,2.4,0.9,2.7,0.5,-4.0,0.0,0.0,-0.3,1.1,-3.1,-2.5,2.3,0.0,0.0,1.4,2.5
HUM,Humana Inc.,NYSE,Healthcare,"54,290.4",60.0,132.1,"48,536.8",0.2,68.6,-3.3,"70,881.0",10.0,5.4,4.1,A,"53,080.7",401.5,"53,530.2",404.9,"52,053.5",393.7,"51,860.5",392.3,"51,541.9",389.9,"51,541.9",389.9,"51,541.9",389.9,"52,631.2",398.1,"51,584.2",390.2,"51,892.2",392.5,"49,384.3",373.5,"50,069.1",378.7,"50,069.1",378.7,"50,069.1",378.7,"50,086.3",378.9,"49,973.9",378.0,"50,238.3",380.0,"50,115.4",379.1,"50,338.8",380.8,"50,338.8",380.8,"50,338.8",380.8,"50,213.2",379.8,"50,473.6",381.8,"49,154.2",371.8,"49,726.7",376.1,"49,529.7",374.6,"49,529.7",374.6,"49,529.7",374.6,"50,153.7",379.4,"51,262.9",387.8,"1,145.0",8.7,-2.2,0.8,-2.8,-0.4,-0.6,0.0,0.0,2.1,-2.0,0.6,-4.8,1.4,0.0,0.0,0.0,-0.2,0.5,-0.2,0.4,0.0,0.0,-0.2,0.5,-2.6,1.2,-0.4,0.0,0.0,1.3,2.2
HVT,"Haverty Furniture Companies, Inc.",NYSE,Consumer Cyclicals,325.3,13.7,19.0,395.7,0.7,3.8,-2.9,712.6,3.3,5.1,5.2,BBB,312.7,16.6,325.6,17.3,326.9,17.4,326.9,17.4,334.7,17.8,334.7,17.8,334.7,17.8,343.8,18.4,354.8,18.9,335.6,17.9,310.6,16.5,317.2,16.9,317.2,16.9,317.2,16.9,322.4,17.2,329.0,17.5,321.8,17.1,311.1,16.5,303.3,16.2,303.3,16.2,303.3,16.2,309.8,16.5,302.6,16.1,297.8,15.8,292.5,15.6,293.7,15.6,293.7,15.6,293.7,15.6,303.3,16.1,300.8,16.0,16.4,0.9,-3.9,4.1,0.4,0.0,2.4,0.0,0.0,3.4,2.5,-5.4,-7.5,2.1,0.0,0.0,1.7,2.0,-2.6,-3.0,-2.3,0.0,0.0,2.2,-2.5,-1.6,-1.8,0.4,0.0,0.0,3.3,-0.9
HWC,Hancock Whitney Corporation,NASDAQ,Finance,"1,865.4",28.6,87.5,"3,827.0",0.7,-40.2,-3.6,"1,437.3",0.9,7.2,3.8,BB,"1,921.5",22.3,"1,909.4",22.1,"2,046.6",23.7,"2,148.9",24.9,"2,334.0",27.1,"2,334.0",27.1,"2,334.0",27.1,"2,375.4",27.5,"2,287.4",26.5,"2,101.0",24.4,"1,852.5",21.5,"1,938.8",22.5,"1,938.8",22.5,"1,938.8",22.5,"1,950.9",22.6,"2,065.6",23.9,"1,988.8",23.1,"1,988.0",23.0,"1,954.3",22.7,"1,954.3",22.7,"1,954.3",22.7,"1,940.5",22.5,"1,899.1",22.0,"1,766.2",20.5,"1,830.5",21.2,"1,635.1",19.0,"1,635.1",19.0,"1,635.1",19.0,"1,773.1",20.6,"1,829.2",21.2,204.5,2.4,3.0,-0.6,7.2,5.0,8.6,0.0,0.0,1.8,-3.7,-8.1,-11.8,4.7,0.0,0.0,0.6,5.9,-3.7,0.0,-1.7,0.0,0.0,-0.7,-2.1,-7.0,3.6,-10.7,0.0,0.0,8.4,3.2
HWKN,"Hawkins, Inc.",NASDAQ,Non-Energy Materials,454.4,10.6,10.5,486.9,0.2,23.2,0.9,536.0,3.3,6.9,1.2,B,449.7,42.5,452.1,42.7,456.1,43.1,454.0,42.9,461.3,43.6,461.3,43.6,461.3,43.6,465.8,44.0,473.3,44.7,436.4,41.2,406.2,38.4,414.2,39.1,414.2,39.1,414.2,39.1,430.3,40.6,453.8,42.8,442.2,41.7,437.8,41.3,417.9,39.5,417.9,39.5,417.9,39.5,419.6,39.6,423.2,40.0,438.4,41.4,442.9,41.8,438.9,41.4,438.9,41.4,438.9,41.4,461.4,43.3,453.8,42.6,18.7,1.7,-1.0,0.5,0.9,-0.5,1.6,0.0,0.0,1.0,1.6,-7.8,-6.9,2.0,0.0,0.0,3.9,5.5,-2.6,-1.0,-4.5,0.0,0.0,0.4,0.9,3.6,1.0,-0.9,0.0,0.0,4.5,-1.6
HWM,Howmet Aerospace Inc.,NYSE,Non-Energy Materials,"5,704.2",-1.4,432.9,"13,321.6",0.0,-26.2,18.2,"9,842.0",2.4,5.1,4.0,BBB,"5,848.1",13.4,"6,101.1",14.0,"6,615.7",15.2,"6,772.7",15.5,"7,483.5",17.2,"7,483.5",17.2,"7,483.5",17.2,"7,732.1",17.7,"7,073.6",16.2,"6,528.5",15.0,"5,660.6",13.0,"6,105.4",14.0,"6,105.4",14.0,"6,105.4",14.0,"6,332.2",14.5,"6,641.9",15.2,"6,454.3",14.8,"6,358.4",14.6,"6,079.3",13.9,"6,079.3",13.9,"6,079.3",13.9,"6,388.9",14.7,"6,559.0",15.0,"6,375.8",14.6,"6,628.8",15.2,"6,724.7",15.4,"6,724.7",15.4,"6,724.7",15.4,"7,073.6",16.2,"6,912.2",15.9,516.2,1.2,2.5,4.3,8.4,2.4,10.5,0.0,0.0,3.3,-8.5,-7.7,-13.3,7.9,0.0,0.0,3.7,4.9,-2.8,-1.5,-4.4,0.0,0.0,5.1,2.7,-2.8,4.0,1.4,0.0,0.0,5.2,-2.3
HXL,Hexcel Corporation,NYSE,Industrials,"3,021.5",13.9,83.6,"6,185.8",0.2,-49.6,22.9,"2,070.8",5.5,4.4,5.1,A,"3,070.8",36.8,"3,173.5",38.0,"3,523.3",42.2,"3,732.9",44.7,"3,934.9",47.1,"3,934.9",47.1,"3,934.9",47.1,"4,000.0",47.9,"3,718.7",44.5,"3,664.4",43.9,"3,330.4",39.9,"3,560.9",42.7,"3,560.9",42.7,"3,560.9",42.7,"3,866.5",46.3,"3,817.2",45.7,"3,805.5",45.6,"3,805.5",45.6,"3,704.5",44.4,"3,704.5",44.4,"3,704.5",44.4,"3,697.8",44.3,"3,720.3",44.6,"3,487.4",41.8,"3,620.2",43.4,"3,673.6",44.0,"3,673.6",44.0,"3,673.6",44.0,"3,924.1",47.0,"3,775.5",45.2,213.1,2.6,1.6,3.3,11.0,5.9,5.4,0.0,0.0,1.7,-7.0,-1.5,-9.1,6.9,0.0,0.0,8.6,-1.3,-0.3,0.0,-2.7,0.0,0.0,-0.2,0.6,-6.3,3.8,1.5,0.0,0.0,6.8,-3.8
HZO,"MarineMax, Inc.",NYSE,Consumer Cyclicals,408.7,14.7,21.5,358.8,0.9,22.1,16.7,"1,419.1",5.3,5.5,5.0,A,412.1,19.2,428.6,20.0,472.9,22.0,461.3,21.5,465.4,21.7,465.4,21.7,465.4,21.7,484.9,22.6,472.5,22.0,457.6,21.3,422.4,19.7,436.8,20.3,436.8,20.3,436.8,20.3,445.0,20.7,458.5,21.4,473.1,22.0,462.8,21.6,448.0,20.9,448.0,20.9,448.0,20.9,444.3,20.7,449.9,21.0,460.2,21.4,464.7,21.6,474.8,22.1,474.8,22.1,474.8,22.1,475.7,22.2,480.8,22.4,18.2,0.8,0.8,4.0,10.3,-2.5,0.9,0.0,0.0,4.2,-2.6,-3.1,-7.7,3.4,0.0,0.0,1.9,3.0,3.2,-2.2,-3.2,0.0,0.0,-0.8,1.3,2.3,1.0,2.2,0.0,0.0,0.2,1.1
IAA,"IAA, Inc.",NYSE,Consumer Cyclicals,"5,491.9",-6.2,133.6,"6,283.1",-0.1,#N/A,-9.4,"1,376.6",6.1,6.9,7.0,A,"5,702.2",42.6,"5,830.8",43.5,"6,042.4",45.1,"5,936.6",44.3,"6,000.9",44.8,"6,000.9",44.8,"6,000.9",44.8,"6,026.3",45.0,"5,939.3",44.3,"5,777.2",43.1,"5,455.7",40.7,"5,623.2",42.0,"5,623.2",42.0,"5,623.2",42.0,"5,647.3",42.2,"5,818.7",43.4,"5,758.5",43.0,"5,660.7",42.3,"5,434.3",40.6,"5,434.3",40.6,"5,434.3",40.6,"5,387.4",40.2,"5,404.8",40.4,"5,234.7",39.1,"5,191.8",38.8,"5,045.8",37.7,"5,045.8",37.7,"5,045.8",37.7,"5,140.9",38.4,"5,166.4",38.6,324.8,2.4,3.8,2.3,3.6,-1.8,1.1,0.0,0.0,0.4,-1.4,-2.7,-5.6,3.1,0.0,0.0,0.4,3.0,-1.0,-1.7,-4.0,0.0,0.0,-0.9,0.3,-3.1,-0.8,-2.8,0.0,0.0,1.9,0.5
IART,Integra LifeSciences Holdings Corporation,NASDAQ,Healthcare,"4,421.2",-6.6,85.9,"5,004.3",-0.1,11.8,-10.7,"1,387.2",7.6,3.1,5.3,B,"4,463.6",52.6,"4,507.7",53.1,"4,565.4",53.8,"4,477.2",52.8,"4,714.7",55.6,"4,714.7",55.6,"4,714.7",55.6,"4,692.7",55.3,"4,411.0",52.0,"4,209.9",49.6,"4,106.4",48.4,"4,103.0",48.4,"4,103.0",48.4,"4,103.0",48.4,"4,149.7",48.9,"4,243.0",50.0,"4,123.8",48.6,"4,070.8",48.0,"4,184.5",49.3,"4,184.5",49.3,"4,184.5",49.3,"4,071.6",48.0,"4,140.3",48.8,"3,943.5",46.5,"3,950.3",46.6,"3,868.8",45.6,"3,868.8",45.6,"3,868.8",45.6,"3,943.5",46.5,"3,986.8",47.0,268.8,3.2,1.0,1.0,1.3,-1.9,5.3,0.0,0.0,-0.5,-6.0,-4.6,-2.5,-0.1,0.0,0.0,1.1,2.2,-2.8,-1.3,2.8,0.0,0.0,-2.7,1.7,-4.8,0.2,-2.1,0.0,0.0,1.9,1.1
