Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL)
JBL,Jabil Inc.,NYSE,Technology,"3,738.4",5.8,152.0,"6,333.0",0.1,-7.0,24.4,"27,266.4",3.2,6.0,3.8,BB,"3,478.3",22.9,"3,445.4",22.9,"3,374.6",22.4,"3,374.6",22.4,"3,374.6",22.4,"3,685.0",24.5,"3,731.8",24.8,"3,914.1",26.0,"3,980.4",26.4,"3,980.4",26.4,"3,980.4",26.4,"3,980.4",26.4,"3,847.8",25.5,"3,948.8",26.2,"3,683.5",24.4,"3,709.1",24.6,"3,896.0",25.9,"3,896.0",25.9,"3,896.0",25.9,"3,679.0",24.4,"3,516.2",23.3,"3,611.2",24.0,"3,725.7",24.7,"3,786.0",25.1,"3,786.0",25.1,"3,786.0",25.1,"3,992.5",26.5,"4,046.8",26.9,"4,423.5",29.4,"4,286.4",28.4,253.7,1.7,-7.0,0.0,-2.1,0.0,0.0,9.2,1.3,4.9,1.7,0.0,0.0,0.0,-3.3,2.6,-6.7,0.7,5.0,0.0,0.0,-5.6,-4.4,2.7,3.2,1.6,0.0,0.0,5.5,1.4,9.3,-3.1
JBLU,JetBlue Airways Corporation,NASDAQ,Industrials,"2,413.9",16.7,282.0,"5,404.4",0.9,-9.4,20.1,"5,920.0",2.9,6.9,4.0,BBB,"2,187.3",8.1,"2,057.9",7.6,"2,017.4",7.5,"2,017.4",7.5,"2,017.4",7.5,"2,084.8",7.7,"2,362.6",8.8,"2,435.5",9.0,"2,562.2",9.5,"2,562.2",9.5,"2,562.2",9.5,"2,562.2",9.5,"2,435.5",9.0,"2,492.1",9.2,"2,478.6",9.2,"2,354.5",8.7,"2,422.0",9.0,"2,422.0",9.0,"2,422.0",9.0,"2,327.6",8.6,"2,246.7",8.3,"2,119.9",7.9,"2,160.4",8.0,"2,144.2",8.0,"2,144.2",8.0,"2,144.2",8.0,"2,190.0",8.1,"2,432.8",9.0,"2,732.1",10.1,"2,627.0",9.7,205.4,0.8,-9.4,-5.9,-2.0,0.0,0.0,3.3,13.3,3.1,5.2,0.0,0.0,0.0,-4.9,2.3,-0.5,-5.0,2.9,0.0,0.0,-3.9,-3.5,-5.6,1.9,-0.7,0.0,0.0,2.1,11.1,12.3,-3.8
JBSS,"John B. Sanfilippo & Son, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,031.4",18.0,11.4,"1,039.6",0.2,-9.3,1.3,880.1,3.0,4.0,5.3,BB,724.9,81.1,731.4,81.8,753.0,84.2,753.0,84.2,753.0,84.2,789.6,88.3,771.8,86.3,739.7,82.8,752.9,84.2,752.9,84.2,752.9,84.2,752.9,84.2,738.3,82.6,750.6,84.0,749.2,83.8,780.2,87.3,783.6,87.7,783.6,87.7,783.6,87.7,783.9,87.7,773.0,86.5,771.0,86.3,750.6,84.0,743.0,83.1,743.0,83.1,743.0,83.1,750.5,84.0,760.7,85.1,758.0,84.8,734.2,82.1,17.5,2.0,-9.3,0.9,2.9,0.0,0.0,4.9,-2.3,-4.2,1.8,0.0,0.0,0.0,-1.9,1.7,-0.2,4.1,0.4,0.0,0.0,0.0,-1.4,-0.3,-2.7,-1.0,0.0,0.0,1.0,1.4,-0.4,-3.1
JBT,John Bean Technologies Corporation,NYSE,Industrials,"2,351.9",-9.4,31.7,"3,567.6",-0.1,-11.5,16.7,"1,906.0",4.4,6.2,4.5,BBB,"2,082.4",65.8,"2,096.4",66.2,"2,057.1",65.0,"2,057.1",65.0,"2,057.1",65.0,"2,363.6",74.6,"2,417.5",76.3,"2,543.2",80.3,"2,770.2",87.5,"2,770.2",87.5,"2,770.2",87.5,"2,770.2",87.5,"2,452.6",77.5,"2,524.8",79.7,"2,260.7",71.4,"2,153.4",68.0,"2,268.6",71.6,"2,268.6",71.6,"2,268.6",71.6,"2,254.4",71.2,"2,322.5",73.3,"2,235.1",70.6,"2,310.7",73.0,"2,321.8",73.3,"2,321.8",73.3,"2,321.8",73.3,"2,443.4",77.2,"2,556.5",80.7,"2,664.5",84.1,"2,430.1",76.7,221.3,7.0,-11.5,0.7,-1.9,0.0,0.0,14.9,2.3,5.2,8.9,0.0,0.0,0.0,-11.5,2.9,-10.5,-4.7,5.4,0.0,0.0,-0.6,3.0,-3.8,3.4,0.5,0.0,0.0,5.2,4.6,4.2,-8.8
JCI,Johnson Controls International plc,NYSE,Industrials,"20,054.5",-6.1,764.0,"31,404.5",-0.1,-6.7,15.7,"22,637.0",7.2,6.7,6.1,AAA,"18,715.6",25.2,"19,377.6",26.1,"18,946.2",25.5,"18,946.2",25.5,"18,946.2",25.5,"20,389.3",27.4,"21,029.0",28.3,"21,802.6",29.3,"22,762.2",30.6,"22,762.2",30.6,"22,762.2",30.6,"22,762.2",30.6,"21,839.8",29.4,"22,911.0",30.8,"21,646.4",29.1,"21,200.1",28.5,"21,973.7",29.5,"21,973.7",29.5,"21,973.7",29.5,"21,177.8",28.5,"20,523.2",27.6,"20,642.2",27.8,"20,716.6",27.9,"20,761.2",27.9,"20,761.2",27.9,"20,761.2",27.9,"21,609.2",29.1,"22,115.0",29.7,"22,784.5",30.6,"21,653.8",29.1,"1,261.9",1.7,-6.7,3.5,-2.2,0.0,0.0,7.6,3.1,3.7,4.4,0.0,0.0,0.0,-4.1,4.9,-5.5,-2.1,3.6,0.0,0.0,-3.6,-3.1,0.6,0.4,0.2,0.0,0.0,4.1,2.3,3.0,-5.0
JCOM,"J2 Global, Inc.",NASDAQ,Technology,"3,647.5",-18.4,47.7,"4,566.5",-0.2,-9.1,18.5,"1,413.1",3.8,4.4,2.7,B,"3,317.1",68.1,"3,386.3",69.5,"3,331.3",68.4,"3,331.3",68.4,"3,331.3",68.4,"3,477.0",71.4,"3,412.1",70.0,"3,580.3",73.5,"3,639.7",74.7,"3,639.7",74.7,"3,639.7",74.7,"3,639.7",74.7,"3,569.1",73.2,"3,703.6",76.0,"3,663.1",75.2,"3,601.7",73.9,"3,637.3",74.6,"3,637.3",74.6,"3,637.3",74.6,"3,567.6",73.2,"3,482.8",71.5,"3,554.0",72.9,"3,668.0",75.3,"3,660.2",75.1,"3,660.2",75.1,"3,660.2",75.1,"3,752.8",77.0,"3,752.8",77.0,"4,047.1",83.1,"3,929.7",80.6,166.8,3.4,-9.1,2.1,-1.6,0.0,0.0,4.4,-1.9,4.9,1.7,0.0,0.0,0.0,-1.9,3.8,-1.1,-1.7,1.0,0.0,0.0,-1.9,-2.4,2.0,3.2,-0.2,0.0,0.0,2.5,0.0,7.8,-2.9
JEF,Jefferies Financial Group Inc.,NYSE,Finance,"3,788.1",26.4,286.8,"6,408.3",1.2,-9.4,10.8,"5,187.6",4.0,6.8,2.6,B,"3,328.1",12.4,"3,376.5",12.6,"3,258.2",12.1,"3,258.2",12.1,"3,258.2",12.1,"3,524.4",13.1,"3,529.7",13.1,"3,812.0",14.2,"3,809.3",14.2,"3,809.3",14.2,"3,809.3",14.2,"3,809.3",14.2,"3,642.6",13.6,"3,672.2",13.7,"3,459.8",12.9,"3,389.9",12.6,"3,548.6",13.2,"3,548.6",13.2,"3,548.6",13.2,"3,387.3",12.6,"3,255.5",12.1,"3,274.3",12.2,"3,250.2",12.1,"3,271.7",12.2,"3,271.7",12.2,"3,271.7",12.2,"3,446.4",12.8,"3,658.8",13.6,"3,849.6",14.3,"3,688.3",13.7,211.8,0.8,-9.4,1.5,-3.5,0.0,0.0,8.2,0.2,8.0,-0.1,0.0,0.0,0.0,-4.4,0.8,-5.8,-2.0,4.7,0.0,0.0,-4.5,-3.9,0.6,-0.7,0.7,0.0,0.0,5.3,6.2,5.2,-4.2
JHG,Janus Henderson Group PLC,NYSE,Finance,"2,832.9",1.6,183.4,"4,584.1",0.1,-7.0,25.6,"2,226.0",10.0,6.9,5.9,AAA,"2,635.0",14.3,"2,777.4",15.0,"2,607.3",14.1,"2,607.3",14.1,"2,607.3",14.1,"2,893.9",15.7,"2,927.2",15.8,"3,012.3",16.3,"3,008.6",16.3,"3,008.6",16.3,"3,008.6",16.3,"3,008.6",16.3,"2,929.0",15.8,"2,971.6",16.1,"2,840.3",15.4,"2,795.9",15.1,"2,940.1",15.9,"2,940.1",15.9,"2,940.1",15.9,"2,866.2",15.5,"2,795.9",15.1,"2,805.2",15.2,"2,731.2",14.8,"2,720.1",14.7,"2,720.1",14.7,"2,720.1",14.7,"2,893.9",15.7,"2,953.1",16.0,"2,969.7",16.1,"3,310.0",17.9,156.8,0.8,-7.0,5.4,-6.1,0.0,0.0,11.0,1.2,2.9,-0.1,0.0,0.0,0.0,-2.6,1.5,-4.4,-1.6,5.2,0.0,0.0,-2.5,-2.5,0.3,-2.6,-0.4,0.0,0.0,6.4,2.0,0.6,11.5
JJSF,J & J Snack Foods Corp.,NASDAQ,Consumer Non-Cyclicals,"2,289.2",34.2,18.9,"3,482.5",0.2,-7.1,13.0,"1,081.4",1.7,4.8,5.1,B,"2,127.6",112.5,"2,151.7",113.7,"2,142.8",113.3,"2,142.8",113.3,"2,142.8",113.3,"2,281.4",120.6,"2,238.7",118.3,"2,281.4",120.6,"2,416.3",127.7,"2,416.3",127.7,"2,416.3",127.7,"2,416.3",127.7,"2,306.8",121.9,"2,466.8",130.4,"2,309.6",122.1,"2,357.7",124.6,"2,416.5",127.7,"2,416.5",127.7,"2,416.5",127.7,"2,371.1",125.3,"2,297.7",121.5,"2,268.4",119.9,"2,234.1",118.1,"2,227.3",117.7,"2,227.3",117.7,"2,227.3",117.7,"2,354.5",124.5,"2,386.9",126.4,"2,589.2",137.1,"2,399.3",127.0,114.5,6.1,-7.1,1.1,-0.4,0.0,0.0,6.5,-1.9,1.9,5.9,0.0,0.0,0.0,-4.5,6.9,-6.4,2.1,2.5,0.0,0.0,-1.9,-3.1,-1.3,-1.5,-0.3,0.0,0.0,5.7,1.5,8.5,-7.3
JKHY,"Jack Henry & Associates, Inc.",NASDAQ,Finance,"11,910.0",4.2,76.7,"11,207.4",0.0,-5.3,11.2,"1,697.1",6.7,6.8,3.9,BBB,"11,284.0",147.1,"11,597.0",151.2,"11,984.4",156.2,"11,984.4",156.2,"11,984.4",156.2,"12,838.3",167.3,"12,826.1",167.2,"12,994.8",169.4,"13,054.7",170.2,"13,054.7",170.2,"13,054.7",170.2,"13,054.7",170.2,"12,514.6",163.1,"12,889.0",168.0,"12,522.2",163.2,"12,690.3",165.4,"13,016.3",169.7,"13,016.3",169.7,"13,016.3",169.7,"12,786.9",166.7,"11,997.5",156.4,"12,247.6",159.6,"11,983.7",156.2,"12,206.9",159.1,"12,206.9",159.1,"12,206.9",159.1,"12,541.4",163.5,"12,302.1",160.4,"12,373.4",161.3,"12,547.6",163.6,482.7,6.3,-5.3,2.8,3.3,0.0,0.0,7.1,-0.1,1.3,0.5,0.0,0.0,0.0,-4.1,3.0,-2.8,1.3,2.6,0.0,0.0,-1.8,-6.2,2.1,-2.2,1.9,0.0,0.0,2.7,-1.9,0.6,1.4
JLL,Jones Lang LaSalle Incorporated,NYSE,Finance,"5,207.0",5.2,51.5,"8,971.7",0.0,-6.6,11.9,"17,751.4",5.7,6.2,6.1,A,"4,865.7",94.4,"4,750.2",92.1,"4,457.8",86.5,"4,457.8",86.5,"4,457.8",86.5,"4,823.9",93.6,"5,265.3",102.1,"5,736.6",111.3,"5,949.1",115.4,"5,949.1",115.4,"5,949.1",115.4,"5,949.1",115.4,"5,567.5",108.0,"5,661.8",109.8,"5,513.8",106.9,"5,512.3",106.9,"5,524.2",107.0,"5,524.2",107.0,"5,524.2",107.0,"5,144.7",99.7,"5,110.1",99.0,"5,078.6",98.4,"5,242.8",101.6,"5,290.8",102.5,"5,290.8",102.5,"5,290.8",102.5,"5,513.3",106.8,"5,488.6",106.3,"5,690.9",110.2,"5,450.9",105.6,435.5,8.4,-6.6,-2.4,-6.2,0.0,0.0,8.2,9.2,9.0,3.7,0.0,0.0,0.0,-6.4,1.7,-2.6,0.0,0.1,0.0,0.0,-6.9,-0.7,-0.6,3.2,0.9,0.0,0.0,4.2,-0.4,3.7,-4.2
JNJ,Johnson & Johnson,NYSE,Healthcare,"345,704.8",-8.3,"2,632.5","383,911.2",-0.1,-1.8,16.5,"80,515.0",6.2,4.1,4.6,BBB,"339,588.5",128.8,"351,030.3",133.2,"353,719.3",134.2,"353,719.3",134.2,"353,719.3",134.2,"368,456.6",139.8,"362,445.7",137.5,"377,683.8",143.3,"372,332.0",141.2,"372,332.0",141.2,"372,332.0",141.2,"372,332.0",141.2,"368,482.9",139.8,"384,986.5",146.0,"389,283.8",147.7,"394,582.8",149.7,"400,778.3",152.0,"400,778.3",152.0,"400,778.3",152.0,"399,855.5",151.7,"394,609.2",149.7,"403,335.5",153.0,"409,979.1",155.5,"408,265.5",154.9,"408,265.5",154.9,"408,265.5",154.9,"406,762.8",154.3,"399,117.3",151.4,"396,085.5",150.2,"395,294.5",150.0,"20,783.3",7.9,-1.8,3.4,0.8,0.0,0.0,4.2,-1.6,4.2,-1.4,0.0,0.0,0.0,-1.0,4.5,1.1,1.4,1.6,0.0,0.0,-0.2,-1.3,2.2,1.6,-0.4,0.0,0.0,-0.4,-1.9,-0.8,-0.1
JNPR,"Juniper Networks, Inc.",NYSE,Technology,"6,326.3",3.2,335.9,"8,243.8",0.1,0.4,12.4,"4,425.5",3.1,6.8,4.2,BBB,"6,352.7",19.2,"6,498.2",19.7,"6,656.7",20.1,"6,656.7",20.1,"6,656.7",20.1,"7,063.8",21.3,"7,226.0",21.8,"7,365.0",22.3,"7,173.0",21.7,"7,173.0",21.7,"7,173.0",21.7,"7,173.0",21.7,"7,229.3",21.8,"7,441.1",22.5,"7,245.9",21.9,"7,262.4",21.9,"7,470.9",22.6,"7,470.9",22.6,"7,470.9",22.6,"7,646.4",23.1,"7,484.2",22.6,"7,679.5",23.2,"7,656.3",23.1,"7,709.3",23.3,"7,709.3",23.3,"7,709.3",23.3,"7,858.2",23.7,"7,924.4",23.9,"7,636.4",23.1,"7,149.9",21.6,406.6,1.2,0.4,2.3,2.3,0.0,0.0,6.1,2.3,1.9,-2.6,0.0,0.0,0.0,0.8,2.9,-2.6,0.2,2.9,0.0,0.0,2.3,-2.1,2.6,-0.3,0.7,0.0,0.0,1.9,0.8,-3.6,-6.4
JOE,St. Joe Company,NYSE,Finance,997.0,8.7,59.4,"1,178.2",0.4,-2.6,12.0,130.2,3.5,4.8,6.0,BBB,970.8,16.3,979.7,16.5,956.6,16.1,956.6,16.1,956.6,16.1,"1,001.7",16.9,"1,009.5",17.0,"1,048.1",17.6,"1,106.9",18.6,"1,106.9",18.6,"1,106.9",18.6,"1,106.9",18.6,"1,043.2",17.7,"1,082.1",18.3,"1,001.2",17.0,"1,040.8",17.6,"1,044.9",17.7,"1,044.9",17.7,"1,044.9",17.7,989.4,16.8,971.7,16.5,995.3,16.9,990.6,16.8,"1,011.9",17.1,"1,011.9",17.1,"1,011.9",17.1,"1,050.8",17.8,"1,069.1",18.1,"1,102.0",18.7,"1,077.9",18.3,49.2,0.8,-2.6,0.9,-2.4,0.0,0.0,4.7,0.8,3.8,5.6,0.0,0.0,0.0,-5.2,3.7,-7.5,4.0,0.4,0.0,0.0,-5.3,-1.8,2.4,-0.5,2.1,0.0,0.0,3.9,1.7,3.4,-2.2
JPM,JPMorgan Chase & Co.,NYSE,Finance,"276,750.1",60.2,"3,084.0","437,226.0",0.4,-6.3,14.6,"137,151.0",6.8,1.6,5.3,BB,"259,320.7",84.4,"269,003.7",87.5,"258,367.7",84.1,"258,367.7",84.1,"258,367.7",84.1,"274,997.9",89.5,"276,138.1",90.6,"287,288.5",94.3,"313,062.2",102.8,"313,062.2",102.8,"313,062.2",102.8,"313,062.2",102.8,"299,139.5",98.2,"290,944.3",95.5,"276,595.1",90.8,"266,054.1",87.3,"289,969.4",95.2,"289,969.4",95.2,"289,969.4",95.2,"279,397.9",91.7,"271,294.1",89.1,"272,177.6",89.3,"272,329.9",89.4,"276,351.4",90.7,"276,351.4",90.7,"276,351.4",90.7,"288,263.3",94.6,"290,304.5",95.3,"298,134.1",97.9,"291,736.4",95.8,"16,628.6",5.7,-6.3,3.7,-4.0,0.0,0.0,6.4,1.3,4.0,9.0,0.0,0.0,0.0,-4.4,-2.7,-4.9,-3.8,9.0,0.0,0.0,-3.6,-2.9,0.3,0.1,1.5,0.0,0.0,4.3,0.7,2.7,-2.1
JRVR,James River Group Holdings Ltd,NASDAQ,Finance,"1,106.0",18.4,30.4,"1,253.0",0.4,-4.4,2.5,769.7,4.0,5.7,1.9,B,"1,056.9",34.6,"1,040.7",34.1,986.1,32.3,986.1,32.3,986.1,32.3,"1,021.2",33.5,997.7,32.7,"1,047.1",34.3,"1,168.0",38.3,"1,168.0",38.3,"1,168.0",38.3,"1,168.0",38.3,"1,120.1",36.7,"1,141.4",37.4,"1,088.3",35.7,"1,079.2",35.4,"1,113.7",36.5,"1,113.7",36.5,"1,113.7",36.5,"1,093.5",35.8,"1,079.2",35.4,"1,057.8",34.7,"1,038.0",34.0,"1,039.2",34.1,"1,039.2",34.1,"1,039.2",34.1,"1,097.5",36.0,"1,121.6",36.8,"1,177.2",38.6,"1,082.9",35.5,58.3,1.9,-4.4,-1.5,-5.2,0.0,0.0,3.6,-2.3,5.0,11.5,0.0,0.0,0.0,-4.1,1.9,-4.7,-0.8,3.2,0.0,0.0,-1.8,-1.3,-2.0,-1.9,0.1,0.0,0.0,5.6,2.2,5.0,-8.0
JW.A,"John Wiley & Sons, Inc. Class A",NYSE,Consumer Services,"2,103.8",-17.4,56.1,"2,726.7",-0.4,0.0,0.2,"1,839.3",7.7,6.3,5.7,A,"2,107.0",37.5,"2,122.3",37.9,"2,025.9",36.1,"2,025.9",36.1,"2,025.9",36.1,"2,074.6",37.0,"2,122.7",37.9,"2,299.0",41.0,"2,107.4",37.5,"2,107.4",37.5,"2,107.4",37.5,"2,107.4",37.5,"2,024.5",36.0,"2,093.2",37.3,"1,897.2",33.8,"1,995.5",35.6,"2,058.5",36.7,"2,058.5",36.7,"2,058.5",36.7,"1,981.1",35.4,"1,945.3",34.7,"1,904.6",33.9,"1,948.4",34.7,"1,941.9",34.6,"1,941.9",34.6,"1,941.9",34.6,"2,054.9",36.6,"2,104.1",37.5,"2,183.2",39.0,"2,106.3",37.6,88.4,1.6,0.0,1.0,-4.5,0.0,0.0,2.4,2.4,8.4,-8.7,0.0,0.0,0.0,-3.9,3.6,-9.4,5.4,2.9,0.0,0.0,-3.5,-1.9,-2.2,2.4,-0.3,0.0,0.0,5.8,2.3,4.1,-3.7
JWN,"Nordstrom, Inc.",NYSE,Consumer Non-Cyclicals,"2,398.3",4.4,155.5,"6,354.5",0.1,-13.4,41.3,"12,190.0",4.0,6.9,5.4,A,"2,077.8",13.3,"2,060.6",13.2,"2,040.3",13.1,"2,040.3",13.1,"2,040.3",13.1,"2,532.8",16.2,"2,820.5",18.0,"2,970.6",19.0,"3,333.3",21.3,"3,333.3",21.3,"3,333.3",21.3,"3,333.3",21.3,"3,195.7",20.4,"3,134.7",20.1,"2,837.7",18.2,"2,681.3",17.2,"2,939.3",18.8,"2,939.3",18.8,"2,939.3",18.8,"2,720.4",17.4,"2,607.9",16.7,"2,551.6",16.3,"2,742.3",17.5,"2,789.2",17.8,"2,789.2",17.8,"2,789.2",17.8,"3,169.1",20.3,"3,223.9",20.6,"3,186.3",20.4,"2,936.2",18.8,414.1,2.6,-13.4,-0.8,-1.0,0.0,0.0,24.1,11.4,5.3,12.2,0.0,0.0,0.0,-4.1,-1.9,-9.5,-5.5,9.6,0.0,0.0,-7.4,-4.1,-2.2,7.5,1.7,0.0,0.0,13.6,1.7,-1.2,-7.9
K,Kellogg Company,NYSE,Consumer Non-Cyclicals,"20,546.5",-16.7,341.5,"23,590.1",-0.2,1.8,7.2,"13,472.0",5.5,6.0,6.2,AAA,"20,923.3",61.1,"21,002.0",61.3,"21,776.1",63.6,"21,776.1",63.6,"21,776.1",63.6,"21,752.1",63.5,"21,423.3",62.6,"21,050.0",61.5,"21,488.4",62.7,"21,488.4",62.7,"21,488.4",62.7,"21,488.4",62.7,"21,508.9",62.8,"21,789.8",63.6,"21,560.3",63.0,"21,964.5",64.1,"22,269.3",65.0,"22,269.3",65.0,"22,269.3",65.0,"22,690.6",66.3,"22,440.5",65.5,"22,152.8",64.7,"22,091.2",64.5,"21,954.2",64.1,"21,954.2",64.1,"21,954.2",64.1,"22,296.7",65.1,"22,522.7",65.8,"22,228.2",64.9,"22,433.7",65.5,457.3,1.3,1.8,0.4,3.7,0.0,0.0,-0.1,-1.5,-1.7,2.1,0.0,0.0,0.0,0.1,1.3,-1.1,1.9,1.4,0.0,0.0,1.9,-1.1,-1.3,-0.3,-0.6,0.0,0.0,1.6,1.0,-1.3,0.9
KALU,Kaiser Aluminum Corporation,NASDAQ,Non-Energy Materials,"1,098.4",43.2,15.9,"1,760.8",0.4,-8.2,14.7,"1,388.6",0.1,5.3,5.6,BB,"1,008.0",63.6,"1,005.5",63.4,955.5,60.3,955.5,60.3,955.5,60.3,"1,034.8",65.3,"1,047.0",66.0,"1,143.1",72.1,"1,173.2",74.0,"1,173.2",74.0,"1,173.2",74.0,"1,173.2",74.0,"1,149.4",72.5,"1,191.0",75.1,"1,143.1",72.1,"1,153.2",72.7,"1,199.8",75.7,"1,199.8",75.7,"1,199.8",75.7,"1,228.1",77.5,"1,154.5",73.1,"1,165.3",73.8,"1,142.4",72.4,"1,132.4",71.7,"1,132.4",71.7,"1,132.4",71.7,"1,147.9",72.7,"1,131.6",71.7,"1,231.3",78.0,"1,140.5",72.2,80.2,5.1,-8.2,-0.3,-5.0,0.0,0.0,8.3,1.2,9.2,2.6,0.0,0.0,0.0,-2.0,3.6,-4.0,0.9,4.0,0.0,0.0,2.4,-5.6,0.9,-2.0,-0.9,0.0,0.0,1.4,-1.4,8.8,-7.4
KAMN,Kaman Corporation Class A,NYSE,Industrials,"1,070.7",20.6,27.8,"1,836.6",0.3,-8.4,10.1,805.7,2.5,4.0,5.6,BBB,980.2,35.2,"1,027.6",36.9,983.3,35.3,983.3,35.3,983.3,35.3,"1,064.0",38.2,"1,049.5",37.7,"1,072.4",38.5,"1,135.8",40.8,"1,135.8",40.8,"1,135.8",40.8,"1,135.8",40.8,"1,113.6",40.0,"1,105.2",39.7,"1,007.8",36.2,985.8,35.4,"1,067.1",38.3,"1,067.1",38.3,"1,067.1",38.3,"1,023.7",36.8,982.5,35.3,981.1,35.3,966.6,34.7,944.1,33.9,944.1,33.9,944.1,33.9,994.7,35.7,"1,077.7",38.7,"1,116.9",40.1,"1,078.8",38.8,63.9,2.3,-8.4,4.8,-4.3,0.0,0.0,8.2,-1.4,2.2,5.9,0.0,0.0,0.0,-2.0,-0.7,-8.8,-2.2,8.2,0.0,0.0,-4.1,-4.0,-0.1,-1.5,-2.3,0.0,0.0,5.4,8.3,3.6,-3.4
KAR,"KAR Auction Services, Inc.",NYSE,Consumer Cyclicals,"1,546.4",-5.3,128.8,"2,806.0",-0.2,-8.4,36.3,"2,437.7",6.7,7.2,6.1,AA,"1,416.2",11.0,"1,408.5",10.9,"1,224.2",9.5,"1,224.2",9.5,"1,224.2",9.5,"1,391.7",10.8,"1,541.2",12.0,"1,737.1",13.5,"1,795.1",13.9,"1,795.1",13.9,"1,795.1",13.9,"1,795.1",13.9,"1,707.4",13.3,"1,717.8",13.3,"1,643.0",12.8,"1,583.7",12.3,"1,671.4",13.0,"1,671.4",13.0,"1,671.4",13.0,"1,606.9",12.5,"1,578.6",12.3,"1,546.4",12.0,"1,612.1",12.5,"1,748.9",13.5,"1,748.9",13.5,"1,748.9",13.5,"1,860.0",14.4,"1,963.4",15.2,"2,012.4",15.6,"1,934.9",15.0,207.1,1.6,-8.4,-0.5,-13.1,0.0,0.0,13.7,10.7,12.7,3.3,0.0,0.0,0.0,-4.9,0.6,-4.4,-3.6,5.5,0.0,0.0,-3.9,-1.8,-2.0,4.3,8.2,0.0,0.0,6.4,5.6,2.5,-3.9
KBH,KB Home,NYSE,Consumer Cyclicals,"1,630.8",26.7,89.9,"3,070.8",0.8,-8.7,58.8,"4,547.6",6.8,5.8,4.3,A,"1,488.5",16.5,"1,461.4",16.2,"1,458.9",16.1,"1,458.9",16.1,"1,458.9",16.1,"1,742.0",19.3,"1,763.7",19.5,"1,996.2",22.1,"2,041.4",22.6,"2,041.4",22.6,"2,041.4",22.6,"2,041.4",22.6,"1,809.0",20.0,"1,869.6",20.7,"1,809.0",20.0,"1,828.9",20.2,"1,916.6",21.2,"1,916.6",21.2,"1,916.6",21.2,"1,845.1",20.4,"1,841.5",20.4,"1,859.6",20.6,"1,834.3",20.3,"2,006.1",22.2,"2,006.1",22.2,"2,006.1",22.2,"2,121.9",23.5,"2,278.4",25.2,"2,485.5",27.5,"2,373.4",26.2,256.3,2.8,-8.7,-1.8,-0.6,0.0,0.0,19.4,1.2,13.2,2.3,0.0,0.0,0.0,-11.4,3.3,-3.2,1.1,4.8,0.0,0.0,-3.7,-0.2,1.0,-1.4,9.4,0.0,0.0,5.8,7.4,9.1,-4.5
